customer_id,client_id,client_type,industry,integration_type,portfolio_type,debt_balance,balance_band,debt_age_days,debt_age_band,customer_age_band,region,vulnerability_flag,preferred_contact_channel,account_status,payment_made_flag,one_off_payment_flag,amount_collected,repayment_plan_created_flag,first_instalment_paid_flag,broken_plan_flag,affordability_completed_flag,max_missed_payment_count,customer_recovery_rate
DCUST004859,DSC008,Telecoms,Telecoms,API,Legal Collections,2193.32,High,554,365+,45-54,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004860,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,2729.33,High,177,91-180,25-34,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004861,DSC001,Utility Provider,Utilities,API,Purchased Debt,2942.11,High,255,181-365,35-44,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004862,DSC004,Consumer Lender,Financial Services,API,Recoveries,212.74,Low,222,181-365,45-54,Yorkshire,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004863,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,459.15,Medium,421,365+,18-24,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004864,DSC002,Utility Provider,Utilities,Hybrid,Legal Collections,210.06,Low,610,365+,35-44,East Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004865,DSC004,Consumer Lender,Financial Services,API,Early Arrears,213.67,Low,5,0-30,25-34,London,0,Email,Paid,1,1,176.01,0,0,0,0,0,0.8237
DCUST004866,DSC001,Utility Provider,Utilities,API,Late Arrears,229.6,Low,70,31-90,35-44,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004867,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,438.02,Medium,9,0-30,Unknown,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004868,DSC001,Utility Provider,Utilities,API,Late Arrears,145.8,Low,33,31-90,55+,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004869,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,65.61,Low,3,0-30,25-34,,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004870,DSC001,Utility Provider,Utilities,API,Legal Collections,2874.72,High,157,91-180,25-34,Yorkshire,0,SMS,Paid,1,1,1158.05,0,0,0,0,0,0.4028
DCUST004871,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,641.86,Medium,62,31-90,35-44,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004872,DSC001,Utility Provider,Utilities,API,Late Arrears,644.67,Medium,241,181-365,18-24,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004873,DSC010,Consumer Lender,Financial Services,Hybrid,Legal Collections,6172.01,Very High,441,365+,55+,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004874,DSC003,Consumer Lender,Financial Services,API,Early Arrears,2896.69,High,25,0-30,25-34,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004875,DSC004,Consumer Lender,Financial Services,API,Legal Collections,1570.78,High,396,365+,35-44,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004876,DSC001,Utility Provider,Utilities,API,Legal Collections,1572.62,High,236,181-365,25-34,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004877,DSC009,Legal Collections,Legal,Batch Upload,Purchased Debt,170.12,Low,367,365+,35-44,South East,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004878,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,247.98,Low,228,181-365,25-34,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004879,DSC007,Debt Purchaser,Collections,Batch Upload,Legal Collections,670.45,Medium,310,181-365,18-24,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004880,DSC003,Consumer Lender,Financial Services,API,Purchased Debt,909.96,Medium,420,365+,45-54,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004881,DSC004,Consumer Lender,Financial Services,API,Early Arrears,167.08,Low,29,0-30,45-54,,1,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004882,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,226.78,Low,145,91-180,45-54,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004883,DSC003,Consumer Lender,Financial Services,API,Early Arrears,633.1,Medium,30,0-30,18-24,South East,0,SMS,Paid,1,0,456.14000000000004,1,1,0,1,0,0.7205
DCUST004884,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,3916.72,Very High,240,181-365,35-44,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004885,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,2249.77,High,849,365+,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004886,DSC001,Utility Provider,Utilities,API,Purchased Debt,92.56,Low,468,365+,35-44,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004887,DSC008,Telecoms,Telecoms,API,Recoveries,533.49,Medium,99,91-180,55+,South East,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004888,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,237.91,Low,618,365+,55+,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004889,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,970.93,Medium,123,91-180,25-34,Yorkshire,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004890,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,1271.4,High,44,31-90,45-54,Scotland,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004891,DSC003,Consumer Lender,Financial Services,API,Purchased Debt,1401.36,High,151,91-180,25-34,,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004892,DSC004,Consumer Lender,Financial Services,API,Recoveries,2926.48,High,92,91-180,45-54,Yorkshire,0,SMS,Plan Active,1,0,493.1,1,1,0,0,1,0.1685
DCUST004893,DSC008,Telecoms,Telecoms,API,Late Arrears,531.29,Medium,36,31-90,18-24,East Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004894,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,2153.3,High,789,365+,25-34,Wales,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004895,DSC004,Consumer Lender,Financial Services,API,Recoveries,3763.15,Very High,137,91-180,35-44,Yorkshire,0,SMS,Broken Plan,0,0,0.0,1,0,1,1,5,0.0
DCUST004896,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,303.0,Medium,119,91-180,18-24,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004897,DSC003,Consumer Lender,Financial Services,API,Purchased Debt,493.03,Medium,204,181-365,55+,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004898,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,1969.62,High,605,365+,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004899,DSC001,Utility Provider,Utilities,API,Recoveries,7613.7,Very High,327,181-365,55+,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004900,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,605.19,Medium,216,181-365,25-34,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004901,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,575.48,Medium,449,365+,35-44,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004902,DSC008,Telecoms,Telecoms,API,Early Arrears,1785.36,High,12,0-30,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004903,DSC003,Consumer Lender,Financial Services,API,Purchased Debt,839.74,Medium,396,365+,35-44,Wales,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004904,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,137.06,Low,113,91-180,25-34,West Midlands,0,Email,Paid,1,1,113.46,0,0,0,0,0,0.8278
DCUST004905,DSC004,Consumer Lender,Financial Services,API,Recoveries,224.41,Low,146,91-180,45-54,North West,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004906,DSC001,Utility Provider,Utilities,API,Recoveries,444.77,Medium,147,91-180,25-34,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004907,DSC001,Utility Provider,Utilities,API,Late Arrears,490.55,Medium,152,91-180,25-34,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004908,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,545.58,Medium,48,31-90,25-34,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004909,DSC001,Utility Provider,Utilities,API,Recoveries,561.5,Medium,720,365+,45-54,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004910,DSC004,Consumer Lender,Financial Services,API,Recoveries,866.52,Medium,299,181-365,45-54,South East,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004911,DSC004,Consumer Lender,Financial Services,API,Recoveries,1423.67,High,281,181-365,25-34,Northern Ireland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004912,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,188.33,Low,79,31-90,25-34,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004913,DSC004,Consumer Lender,Financial Services,API,Legal Collections,5840.31,Very High,347,181-365,25-34,South East,0,Letter,Paid,1,1,491.2,0,0,0,0,0,0.0841
DCUST004914,DSC008,Telecoms,Telecoms,API,Recoveries,7925.04,Very High,278,181-365,25-34,East Midlands,0,Email,Paid,1,1,1832.64,0,0,0,0,0,0.2312
DCUST004915,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,2562.67,High,44,31-90,Unknown,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004916,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,872.15,Medium,41,31-90,45-54,London,0,Email,Paid,1,1,451.88,0,0,0,0,0,0.5181
DCUST004917,DSC004,Consumer Lender,Financial Services,API,Recoveries,460.66,Medium,291,181-365,35-44,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004918,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,3898.85,Very High,351,181-365,45-54,London,0,SMS,Paid,1,1,295.17,0,0,0,0,0,0.0757
DCUST004919,DSC002,Utility Provider,Utilities,Hybrid,Legal Collections,3893.39,Very High,797,365+,35-44,South West,1,SMS,Broken Plan,0,0,0.0,1,0,1,1,5,0.0
DCUST004920,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,233.55,Low,1,0-30,25-34,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004921,DSC004,Consumer Lender,Financial Services,API,Late Arrears,642.2,Medium,92,91-180,35-44,West Midlands,0,Email,Paid,1,1,335.18,0,0,0,0,0,0.5219
DCUST004922,DSC001,Utility Provider,Utilities,API,Legal Collections,599.22,Medium,506,365+,25-34,Yorkshire,0,SMS,Paid,1,0,176.76999999999998,1,1,0,0,0,0.295
DCUST004923,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,352.98,Medium,98,91-180,Unknown,North West,0,SMS,Paid,1,1,160.04,0,0,0,0,0,0.4534
DCUST004924,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,171.12,Low,153,91-180,18-24,South East,1,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004925,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,772.97,Medium,134,91-180,35-44,East Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004926,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,137.24,Low,339,181-365,35-44,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004927,DSC004,Consumer Lender,Financial Services,API,Late Arrears,922.53,Medium,92,91-180,25-34,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004928,DSC004,Consumer Lender,Financial Services,API,Early Arrears,75.58,Low,23,0-30,18-24,London,0,Email,Plan Active,1,0,36.51,1,1,0,0,0,0.4831
DCUST004929,DSC003,Consumer Lender,Financial Services,API,Legal Collections,942.59,Medium,681,365+,18-24,London,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004930,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,1636.88,High,144,91-180,25-34,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004931,DSC008,Telecoms,Telecoms,API,Late Arrears,212.1,Low,96,91-180,45-54,North West,0,Email,Paid,1,1,209.36,0,0,0,0,0,0.9871
DCUST004932,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,767.16,Medium,335,181-365,25-34,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004933,DSC003,Consumer Lender,Financial Services,API,Early Arrears,148.77,Low,27,0-30,45-54,South East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004934,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,211.44,Low,6,0-30,35-44,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004935,DSC004,Consumer Lender,Financial Services,API,Early Arrears,64.01,Low,67,31-90,25-34,South East,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004936,DSC003,Consumer Lender,Financial Services,API,Legal Collections,909.66,Medium,836,365+,45-54,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004937,DSC003,Consumer Lender,Financial Services,API,Early Arrears,178.98,Low,14,0-30,35-44,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004938,DSC004,Consumer Lender,Financial Services,API,Early Arrears,90.98,Low,43,31-90,35-44,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004939,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,902.73,Medium,82,31-90,45-54,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004940,DSC001,Utility Provider,Utilities,API,Early Arrears,241.12,Low,78,31-90,25-34,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004941,DSC004,Consumer Lender,Financial Services,API,Late Arrears,3947.24,Very High,36,31-90,,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004942,DSC008,Telecoms,Telecoms,API,Late Arrears,219.35,Low,52,31-90,25-34,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004943,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,239.46,Low,21,0-30,25-34,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004944,DSC003,Consumer Lender,Financial Services,API,Recoveries,825.67,Medium,118,91-180,55+,Yorkshire,0,,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004945,DSC008,Telecoms,Telecoms,API,Early Arrears,172.94,Low,9,0-30,18-24,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004946,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,760.85,Medium,22,0-30,35-44,North East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004947,DSC003,Consumer Lender,Financial Services,API,Early Arrears,799.76,Medium,0,0-30,45-54,Northern Ireland,0,Letter,Plan Active,1,0,110.64,1,1,0,0,0,0.1383
DCUST004948,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,169.32,Low,133,91-180,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004949,DSC001,Utility Provider,Utilities,API,Early Arrears,99.01,Low,6,0-30,25-34,South East,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004950,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,114.66,Low,300,181-365,25-34,North East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004951,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,112.12,Low,659,365+,25-34,North East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004952,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,2740.42,High,224,181-365,25-34,East Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004953,DSC001,Utility Provider,Utilities,API,Early Arrears,1035.19,High,8,0-30,35-44,South West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004954,DSC007,Debt Purchaser,Collections,Batch Upload,Late Arrears,90.25,Low,57,31-90,35-44,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004955,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,752.95,Medium,127,91-180,35-44,Yorkshire,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004956,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,383.39,Medium,340,181-365,45-54,North West,0,SMS,Open,0,0,0.0,1,0,0,1,1,0.0
DCUST004957,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,185.65,Low,27,0-30,55+,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004958,DSC001,Utility Provider,Utilities,API,Legal Collections,1347.34,High,209,181-365,45-54,London,0,SMS,Broken Plan,0,0,0.0,1,0,1,0,4,0.0
DCUST004959,DSC001,Utility Provider,Utilities,API,Purchased Debt,2041.03,High,473,365+,35-44,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004960,DSC008,Telecoms,Telecoms,API,Early Arrears,61.67,Low,106,91-180,55+,Yorkshire,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004961,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,213.06,Low,84,31-90,35-44,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004962,DSC003,Consumer Lender,Financial Services,API,Legal Collections,788.26,Medium,801,365+,18-24,Wales,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004963,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,832.11,Medium,385,365+,55+,London,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004964,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,2733.33,High,15,0-30,35-44,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004965,DSC004,Consumer Lender,Financial Services,API,Late Arrears,596.14,Medium,50,31-90,25-34,North East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004966,DSC001,Utility Provider,Utilities,API,Late Arrears,7761.12,Very High,133,91-180,25-34,North East,1,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004967,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,477.75,Medium,1,0-30,Unknown,London,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004968,DSC008,Telecoms,Telecoms,API,Early Arrears,206.59,Low,21,0-30,25-34,Scotland,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004969,DSC001,Utility Provider,Utilities,API,Late Arrears,449.78,Medium,32,31-90,35-44,Yorkshire,1,Email,Paid,1,1,177.65,0,0,0,0,0,0.395
DCUST004970,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,551.21,Medium,364,181-365,35-44,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004971,DSC002,Utility Provider,Utilities,Hybrid,Purchased Debt,483.92,Medium,805,365+,25-34,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004972,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,5517.24,Very High,354,181-365,18-24,South West,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004973,DSC001,Utility Provider,Utilities,API,Late Arrears,121.31,Low,285,181-365,45-54,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004974,DSC001,Utility Provider,Utilities,API,Purchased Debt,5283.56,Very High,350,181-365,,West Midlands,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004975,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,575.63,Medium,61,31-90,18-24,North East,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004976,DSC010,Consumer Lender,Financial Services,Hybrid,Legal Collections,450.3,Medium,121,91-180,25-34,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004977,DSC008,Telecoms,Telecoms,API,Early Arrears,91.73,Low,80,31-90,35-44,Wales,0,SMS,Paid,1,1,86.77,0,0,0,0,0,0.9459
DCUST004978,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,670.77,Medium,64,31-90,45-54,West Midlands,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004979,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,821.4,Medium,178,91-180,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004980,DSC008,Telecoms,Telecoms,API,Late Arrears,398.22,Medium,34,31-90,55+,Northern Ireland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004981,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,2900.05,High,243,181-365,18-24,North East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004982,DSC003,Consumer Lender,Financial Services,API,Early Arrears,379.67,Medium,6,0-30,35-44,North East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004983,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,187.79,Low,262,181-365,35-44,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004984,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,764.63,Medium,131,91-180,45-54,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004985,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,50.15,Low,261,181-365,25-34,South East,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004986,DSC003,Consumer Lender,Financial Services,API,Legal Collections,1168.78,High,318,181-365,55+,London,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004987,DSC003,Consumer Lender,Financial Services,API,Early Arrears,154.94,Low,11,0-30,45-54,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004988,DSC003,Consumer Lender,Financial Services,API,Early Arrears,855.31,Medium,23,0-30,55+,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004989,DSC003,Consumer Lender,Financial Services,API,Recoveries,2075.11,High,261,181-365,55+,Yorkshire,0,SMS,Plan Active,1,0,717.34000000000015,1,1,0,0,0,0.3457
DCUST004990,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,117.49,Low,19,0-30,45-54,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004991,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,179.52,Low,34,31-90,25-34,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004992,DSC010,Consumer Lender,Financial Services,Hybrid,Recoveries,1597.31,High,143,91-180,35-44,Wales,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004993,DSC001,Utility Provider,Utilities,API,Recoveries,142.33,Low,112,91-180,25-34,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004994,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,355.73,Medium,117,91-180,35-44,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004995,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,560.86,Medium,472,365+,25-34,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004996,DSC001,Utility Provider,Utilities,API,Early Arrears,668.08,Medium,13,0-30,55+,North West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST004997,DSC001,Utility Provider,Utilities,API,Late Arrears,925.33,Medium,63,31-90,35-44,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004998,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,2922.32,High,123,91-180,25-34,London,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST004999,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,768.62,Medium,18,0-30,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005000,DSC001,Utility Provider,Utilities,API,Purchased Debt,2769.45,High,196,181-365,55+,North West,1,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005001,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,202.0,Low,347,181-365,25-34,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005002,DSC003,Consumer Lender,Financial Services,API,Early Arrears,591.89,Medium,51,31-90,55+,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005003,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,128.64,Low,91,91-180,45-54,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005004,DSC003,Consumer Lender,Financial Services,API,Purchased Debt,1157.48,High,357,181-365,25-34,East Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST005005,DSC009,Legal Collections,Legal,Batch Upload,Recoveries,153.83,Low,148,91-180,45-54,London,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST005006,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,482.48,Medium,250,181-365,45-54,East Midlands,0,Email,Open,0,0,0.0,1,0,0,0,1,0.0
DCUST005007,DSC004,Consumer Lender,Financial Services,API,Recoveries,2541.23,High,258,181-365,55+,London,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005008,DSC009,Legal Collections,Legal,Batch Upload,Recoveries,553.63,Medium,300,181-365,35-44,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005009,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,162.84,Low,150,91-180,25-34,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST005010,DSC008,Telecoms,Telecoms,API,Late Arrears,101.41,Low,34,31-90,55+,London,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST005011,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,1516.87,High,105,91-180,25-34,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
