customer_id,client_id,account_upload_date,portfolio_type,debt_balance,balance_band,debt_age_days,debt_age_band,customer_age_band,region,vulnerability_flag,preferred_contact_channel,account_status
DCUST005466,DSC005,2023-04-11,Early Arrears,114.44,Low,82,31-90,55+,East Midlands,1,SMS,Open
DCUST005467,DSC009,2022-09-18,Legal Collections,139.75,Low,167,91-180,35-44,North East,0,Email,No Engagement
DCUST005468,DSC001,2022-11-24,Recoveries,2345.74,High,413,365+,55+,London,0,Email,No Engagement
DCUST005469,DSC005,2022-12-19,Recoveries,317.62,Medium,440,365+,18-24,West Midlands,0,Letter,No Engagement
DCUST005470,DSC005,2022-07-09,Early Arrears,361.61,Medium,16,0-30,45-54,London,1,SMS,Open
DCUST005471,DSC001,2022-11-19,Early Arrears,426.75,Medium,87,31-90,55+,South East,0,SMS,No Engagement
DCUST005472,DSC002,2022-08-09,Late Arrears,748.65,Medium,106,91-180,25-34,London,0,Email,No Engagement
DCUST005473,DSC004,2022-10-30,Late Arrears,228.74,Low,162,91-180,18-24,London,0,Email,No Engagement
DCUST005474,DSC003,2022-11-16,Early Arrears,658.01,Medium,6,0-30,25-34,London,1,Email,No Engagement
DCUST005475,DSC005,2022-07-24,Recoveries,112.12,Low,286,181-365,35-44,North West,0,SMS,Open
DCUST005476,DSC008,2022-07-18,Early Arrears,751.68,Medium,6,0-30,45-54,London,0,SMS,No Engagement
DCUST005477,DSC006,2023-05-08,Purchased Debt,7940.5,Very High,545,365+,35-44,North West,0,SMS,No Engagement
DCUST005478,DSC002,2022-10-26,Recoveries,508.04,Medium,236,181-365,55+,West Midlands,0,,Open
DCUST005479,DSC002,2022-06-14,Early Arrears,230.85,Low,23,0-30,25-34,South East,0,Email,Open
DCUST005480,DSC003,2022-06-05,Early Arrears,53.63,Low,44,31-90,45-54,London,0,SMS,No Engagement
DCUST005481,DSC002,2023-05-27,Early Arrears,421.11,Medium,2,0-30,25-34,South West,0,SMS,Broken Plan
DCUST005482,DSC007,2023-01-07,Recoveries,1805.65,High,167,91-180,35-44,South East,0,SMS,No Engagement
DCUST005483,DSC005,2022-07-02,Early Arrears,187.44,Low,25,0-30,45-54,North West,0,Letter,No Engagement
DCUST005484,DSC002,2022-11-12,Late Arrears,786.72,Medium,162,91-180,35-44,South East,0,Email,Paid
DCUST005485,DSC008,2023-03-20,Legal Collections,1316.61,High,236,181-365,45-54,Yorkshire,0,SMS,No Engagement
DCUST005486,DSC004,2022-12-30,Recoveries,3094.66,Very High,134,91-180,25-34,Scotland,0,SMS,Paid
DCUST005487,DSC005,2022-07-23,Early Arrears,69.31,Low,11,0-30,35-44,South East,1,SMS,No Engagement
DCUST005488,DSC001,2023-01-04,Legal Collections,2314.02,High,213,181-365,35-44,South East,0,SMS,Open
DCUST005489,DSC002,2022-09-17,Early Arrears,954.98,Medium,110,91-180,18-24,London,0,Email,No Engagement
DCUST005490,DSC010,2022-11-13,Purchased Debt,500.9,Medium,685,365+,25-34,South East,0,SMS,Broken Plan
DCUST005491,DSC004,2022-09-13,Legal Collections,2321.83,High,285,181-365,35-44,Northern Ireland,0,SMS,Open
DCUST005492,DSC010,2023-01-04,Early Arrears,7732.32,Very High,2,0-30,35-44,North East,0,SMS,Paid
DCUST005493,DSC006,2022-10-07,Early Arrears,55.59,Low,8,0-30,35-44,North West,0,SMS,No Engagement
DCUST005494,DSC007,2023-01-09,Recoveries,770.8,Medium,98,91-180,55+,West Midlands,0,SMS,No Engagement
DCUST005495,DSC007,2022-09-27,Purchased Debt,613.51,Medium,358,181-365,45-54,West Midlands,0,Letter,Open
DCUST005496,DSC001,2023-04-29,Legal Collections,6675.66,Very High,126,91-180,45-54,London,0,SMS,No Engagement
DCUST005497,DSC002,2023-03-16,Recoveries,69.59,Low,97,91-180,35-44,London,0,SMS,No Engagement
DCUST005498,DSC007,2022-12-15,Purchased Debt,102.07,Low,739,365+,25-34,North West,0,Letter,No Engagement
DCUST005499,DSC006,2023-03-27,Late Arrears,1927.71,High,243,181-365,35-44,South East,0,SMS,No Engagement
DCUST005500,DSC010,2022-09-29,Early Arrears,489.42,Medium,24,0-30,25-34,South East,0,Email,No Engagement
DCUST005501,DSC007,2022-10-02,Purchased Debt,52.01,Low,176,91-180,18-24,West Midlands,0,SMS,No Engagement
DCUST005502,DSC008,2022-07-16,Late Arrears,977.42,Medium,297,181-365,25-34,South East,0,Email,Plan Active
DCUST005503,DSC002,2022-11-16,Late Arrears,112.82,Low,150,91-180,45-54,London,0,SMS,No Engagement
DCUST005504,DSC003,2023-01-08,Recoveries,284.47,Medium,561,365+,Unknown,North West,0,SMS,No Engagement
DCUST005505,DSC005,2022-11-03,Recoveries,458.61,Medium,351,181-365,35-44,North West,1,SMS,No Engagement
DCUST005506,DSC007,2022-11-25,Early Arrears,912.0,Medium,124,91-180,18-24,East Midlands,0,SMS,No Engagement
DCUST005507,DSC005,2022-12-30,Purchased Debt,936.08,Medium,644,365+,45-54,North East,0,SMS,No Engagement
DCUST005508,DSC006,2022-06-24,Late Arrears,115.17,Low,141,91-180,25-34,East Midlands,0,SMS,Open
DCUST005509,DSC006,2022-07-11,Early Arrears,215.89,Low,79,31-90,25-34,Yorkshire,0,SMS,No Engagement
DCUST005510,DSC002,2022-06-02,Recoveries,1383.14,High,221,181-365,35-44,South East,0,SMS,Open
DCUST005511,DSC005,2022-09-21,Early Arrears,190.75,Low,20,0-30,35-44,South East,0,SMS,Plan Active
DCUST005512,DSC005,2023-03-28,Late Arrears,177.98,Low,112,91-180,25-34,Wales,0,Email,No Engagement
DCUST005513,DSC004,2022-08-28,Recoveries,823.82,Medium,355,181-365,25-34,Yorkshire,0,Email,Paid
DCUST005514,DSC001,2022-12-29,Recoveries,5075.53,Very High,238,181-365,35-44,North West,0,Email,Open
DCUST005515,DSC005,2022-11-10,Legal Collections,66.33,Low,307,181-365,35-44,North West,0,Email,Open
DCUST005516,DSC008,2023-01-10,Early Arrears,175.69,Low,0,0-30,35-44,London,0,SMS,No Engagement
DCUST005517,DSC007,2022-06-08,Purchased Debt,639.51,Medium,830,365+,25-34,North West,0,Letter,No Engagement
DCUST005518,DSC009,2022-10-21,Recoveries,77.12,Low,177,91-180,45-54,East Midlands,1,SMS,Open
DCUST005519,DSC005,2022-09-11,Purchased Debt,753.42,Medium,714,365+,55+,South East,0,SMS,Broken Plan
DCUST005520,DSC006,2022-11-14,Recoveries,223.74,Low,114,91-180,25-34,Yorkshire,0,Letter,Open
DCUST005521,DSC001,2023-05-24,Purchased Debt,211.8,Low,292,181-365,35-44,West Midlands,0,,No Engagement
DCUST005522,DSC009,2022-09-17,Purchased Debt,239.46,Low,340,181-365,25-34,Yorkshire,0,SMS,No Engagement
DCUST005523,DSC007,2023-02-18,Late Arrears,154.87,Low,52,31-90,,London,1,Email,Paid
DCUST005524,DSC002,2022-12-15,Early Arrears,50.97,Low,9,0-30,25-34,Yorkshire,0,SMS,Open
DCUST005525,DSC001,2022-11-26,Late Arrears,2470.85,High,93,91-180,25-34,Scotland,0,SMS,No Engagement
DCUST005526,DSC005,2023-01-30,Recoveries,850.56,Medium,249,181-365,18-24,Wales,0,SMS,No Engagement
DCUST005527,DSC001,2023-05-16,Purchased Debt,95.1,Low,351,181-365,25-34,South West,0,SMS,No Engagement
DCUST005528,DSC001,2022-10-02,Early Arrears,428.55,Medium,15,0-30,45-54,East Midlands,0,SMS,Open
DCUST005529,DSC001,2023-03-07,Early Arrears,114.08,Low,16,0-30,25-34,Scotland,0,SMS,Open
DCUST005530,DSC004,2023-01-09,Recoveries,200.38,Low,119,91-180,35-44,South East,0,SMS,Open
DCUST005531,DSC005,2023-01-11,Recoveries,559.12,Medium,195,181-365,45-54,Northern Ireland,0,SMS,Open
DCUST005532,DSC005,2023-03-01,Recoveries,311.82,Medium,158,91-180,,South East,0,SMS,Paid
DCUST005533,DSC008,2023-01-06,Legal Collections,474.13,Medium,213,181-365,18-24,Yorkshire,0,Email,Open
DCUST005534,DSC009,2022-06-06,Legal Collections,792.48,Medium,435,365+,25-34,North West,0,SMS,No Engagement
DCUST005535,DSC005,2022-06-07,Recoveries,174.31,Low,91,91-180,55+,North West,1,SMS,No Engagement
DCUST005536,DSC003,2022-11-09,Early Arrears,163.51,Low,22,0-30,18-24,Yorkshire,1,Email,No Engagement
DCUST005537,DSC007,2023-05-04,Recoveries,2549.47,High,544,365+,45-54,Wales,0,SMS,No Engagement
DCUST005538,DSC001,2022-07-30,Recoveries,2964.8,High,110,91-180,55+,South East,0,SMS,Open
DCUST005539,DSC009,2023-02-27,Purchased Debt,643.42,Medium,201,181-365,55+,London,1,SMS,No Engagement
DCUST005540,DSC005,2022-09-27,Recoveries,883.02,Medium,610,365+,45-54,North West,0,Email,No Engagement
DCUST005541,DSC001,2023-03-25,Purchased Debt,3941.16,Very High,207,181-365,55+,West Midlands,0,SMS,No Engagement
DCUST005542,DSC008,2022-09-04,Recoveries,93.87,Low,300,181-365,35-44,West Midlands,0,Email,No Engagement
DCUST005543,DSC001,2023-05-20,Legal Collections,1756.59,High,195,181-365,35-44,South West,0,Email,No Engagement
DCUST005544,DSC007,2023-02-22,Recoveries,1150.17,High,151,91-180,55+,London,0,SMS,Open
DCUST005545,DSC009,2023-05-07,Legal Collections,3798.55,Very High,261,181-365,45-54,West Midlands,0,SMS,No Engagement
DCUST005546,DSC008,2022-10-29,Recoveries,5935.81,Very High,132,91-180,45-54,Yorkshire,0,SMS,Open
DCUST005547,DSC003,2022-11-17,Early Arrears,970.13,Medium,14,0-30,25-34,South East,0,SMS,No Engagement
DCUST005548,DSC003,2022-08-07,Early Arrears,89.58,Low,71,31-90,35-44,South West,1,Letter,No Engagement
DCUST005549,DSC005,2022-10-04,Early Arrears,148.29,Low,11,0-30,55+,Yorkshire,0,SMS,No Engagement
DCUST005550,DSC008,2022-07-10,Early Arrears,76.15,Low,173,91-180,35-44,Scotland,1,SMS,Paid
DCUST005551,DSC006,2022-09-10,Purchased Debt,164.3,Low,383,365+,35-44,South East,0,Email,Open
DCUST005552,DSC001,2023-01-19,Recoveries,655.21,Medium,188,181-365,45-54,Yorkshire,0,Email,No Engagement
DCUST005553,DSC004,2022-10-02,Recoveries,2816.13,High,273,181-365,45-54,Yorkshire,0,SMS,Open
DCUST005554,DSC001,2022-09-24,Early Arrears,377.98,Medium,38,31-90,25-34,North West,0,Email,Open
DCUST005555,DSC005,2023-02-21,Early Arrears,468.57,Medium,103,91-180,25-34,Wales,0,Email,Open
DCUST005556,DSC002,2022-07-16,Legal Collections,467.92,Medium,612,365+,35-44,South East,0,SMS,No Engagement
DCUST005557,DSC003,2022-10-02,Recoveries,2677.46,High,384,365+,25-34,South East,0,SMS,No Engagement
DCUST005558,DSC005,2023-03-14,Recoveries,204.18,Low,153,91-180,18-24,North West,0,Email,Open
DCUST005559,DSC001,2023-02-01,Early Arrears,446.2,Medium,83,31-90,35-44,West Midlands,0,SMS,No Engagement
DCUST005560,DSC008,2022-08-04,Early Arrears,247.48,Low,62,31-90,35-44,Scotland,0,SMS,No Engagement
DCUST005561,DSC002,2023-01-29,Recoveries,248.83,Low,485,365+,35-44,Scotland,0,SMS,Open
DCUST005562,DSC007,2022-10-12,Purchased Debt,1222.63,High,245,181-365,18-24,Scotland,0,Email,Open
DCUST005563,DSC001,2023-03-23,Early Arrears,72.79,Low,16,0-30,45-54,Scotland,0,Letter,No Engagement
DCUST005564,DSC006,2023-03-25,Early Arrears,364.71,Medium,71,31-90,45-54,East Midlands,0,SMS,No Engagement
DCUST005565,DSC007,2022-11-14,Purchased Debt,151.49,Low,288,181-365,18-24,East Midlands,0,Email,No Engagement
DCUST005566,DSC001,2023-01-22,Early Arrears,115.33,Low,18,0-30,45-54,North West,0,SMS,Open
DCUST005567,DSC004,2022-11-05,Early Arrears,214.7,Low,81,31-90,25-34,Wales,0,Email,No Engagement
DCUST005568,DSC008,2023-02-12,Late Arrears,159.69,Low,362,181-365,25-34,Scotland,0,SMS,No Engagement
DCUST005569,DSC004,2022-12-27,Early Arrears,615.35,Medium,15,0-30,55+,East Midlands,0,SMS,Plan Active
DCUST005570,DSC001,2023-03-05,Early Arrears,534.78,Medium,10,0-30,35-44,South West,0,Email,No Engagement
DCUST005571,DSC002,2023-03-22,Recoveries,743.23,Medium,121,91-180,45-54,East Midlands,0,Letter,No Engagement
DCUST005572,DSC001,2022-09-09,Early Arrears,404.7,Medium,2,0-30,45-54,East Midlands,0,Email,No Engagement
DCUST005573,DSC001,2023-03-20,Recoveries,673.64,Medium,214,181-365,25-34,Wales,0,SMS,No Engagement
DCUST005574,DSC002,2022-07-18,Late Arrears,1938.97,High,172,91-180,25-34,South West,0,SMS,Open
DCUST005575,DSC002,2022-11-17,Late Arrears,676.63,Medium,197,181-365,55+,London,0,Email,No Engagement
DCUST005576,DSC007,2022-08-02,Purchased Debt,1495.76,High,390,365+,35-44,Wales,0,Email,No Engagement
DCUST005577,DSC005,2022-09-29,Late Arrears,557.08,Medium,76,31-90,35-44,South East,1,SMS,No Engagement
DCUST005578,DSC001,2023-05-02,Purchased Debt,1719.19,High,730,365+,25-34,Yorkshire,1,SMS,No Engagement
DCUST005579,DSC006,2023-05-19,Late Arrears,1717.56,High,260,181-365,55+,Yorkshire,0,SMS,Open
DCUST005580,DSC001,2022-12-10,Late Arrears,223.26,Low,98,91-180,35-44,London,0,SMS,No Engagement
DCUST005581,DSC001,2022-10-23,Legal Collections,757.07,Medium,114,91-180,35-44,Scotland,0,SMS,No Engagement
DCUST005582,DSC005,2023-01-06,Purchased Debt,796.4,Medium,588,365+,55+,South East,0,SMS,No Engagement
DCUST005583,DSC001,2023-03-10,Early Arrears,302.51,Medium,13,0-30,18-24,West Midlands,0,SMS,No Engagement
DCUST005584,DSC008,2023-01-16,Late Arrears,60.65,Low,146,91-180,25-34,North West,0,Email,No Engagement
DCUST005585,DSC002,2023-04-23,Late Arrears,254.46,Medium,130,91-180,35-44,South East,0,SMS,No Engagement
DCUST005586,DSC003,2022-10-08,Late Arrears,847.8,Medium,259,181-365,35-44,North West,0,SMS,Open
DCUST005587,DSC001,2022-07-07,Early Arrears,1471.81,High,28,0-30,18-24,South West,0,Letter,Open
DCUST005588,DSC008,2023-01-28,Late Arrears,930.61,Medium,165,91-180,25-34,South West,0,Email,No Engagement
DCUST005589,DSC005,2022-10-07,Late Arrears,2217.65,High,163,91-180,25-34,London,0,Email,Broken Plan
DCUST005590,DSC005,2022-11-17,Recoveries,1242.74,High,248,181-365,45-54,South West,0,Email,No Engagement
DCUST005591,DSC002,2022-07-11,Late Arrears,163.85,Low,73,31-90,35-44,West Midlands,0,SMS,No Engagement
DCUST005592,DSC003,2023-04-22,Purchased Debt,658.03,Medium,474,365+,45-54,South West,0,SMS,Open
DCUST005593,DSC002,2023-02-26,Recoveries,444.93,Medium,355,181-365,45-54,Yorkshire,0,Email,No Engagement
DCUST005594,DSC006,2022-08-16,Late Arrears,306.22,Medium,68,31-90,35-44,East Midlands,0,SMS,Open
DCUST005595,DSC001,2023-03-10,Recoveries,963.61,Medium,104,91-180,18-24,East Midlands,0,SMS,Open
DCUST005596,DSC009,2023-02-01,Legal Collections,193.97,Low,247,181-365,18-24,North East,0,Email,Paid
DCUST005597,DSC001,2022-07-20,Early Arrears,605.22,Medium,22,0-30,35-44,Wales,1,SMS,Open
DCUST005598,DSC002,2023-05-03,Legal Collections,227.36,Low,169,91-180,Unknown,East Midlands,0,SMS,No Engagement
DCUST005599,DSC007,2023-03-11,Recoveries,209.14,Low,170,91-180,35-44,London,1,Email,No Engagement
DCUST005600,DSC001,2022-09-26,Recoveries,97.44,Low,143,91-180,45-54,West Midlands,0,SMS,Open
DCUST005601,DSC001,2023-03-26,Recoveries,3316.05,Very High,455,365+,25-34,East Midlands,0,SMS,No Engagement
DCUST005602,DSC002,2022-06-19,Purchased Debt,1383.2,High,742,365+,35-44,North West,0,Email,Paid
DCUST005603,DSC005,2022-11-04,Late Arrears,1551.16,High,326,181-365,25-34,South East,0,Letter,No Engagement
DCUST005604,DSC001,2023-03-07,Recoveries,559.69,Medium,214,181-365,45-54,London,0,Email,No Engagement
DCUST005605,DSC009,2022-10-21,Purchased Debt,68.59,Low,449,365+,55+,London,0,Email,No Engagement
DCUST005606,DSC007,2022-06-18,Purchased Debt,288.51,Medium,283,181-365,45-54,East Midlands,0,Email,No Engagement
DCUST005607,DSC009,2023-02-26,Purchased Debt,777.09,Medium,282,181-365,25-34,London,0,SMS,Open
DCUST005608,DSC002,2023-04-06,Early Arrears,648.68,Medium,55,31-90,18-24,London,0,Email,No Engagement
DCUST005609,DSC003,2022-10-18,Late Arrears,98.54,Low,57,31-90,35-44,West Midlands,0,SMS,Open
DCUST005610,DSC004,2023-03-03,Recoveries,842.96,Medium,261,181-365,25-34,Wales,0,SMS,Open
DCUST005611,DSC002,2023-04-16,Early Arrears,119.1,Low,12,0-30,25-34,South West,0,Email,No Engagement
DCUST005612,DSC009,2022-06-01,Recoveries,2597.43,High,168,91-180,45-54,Yorkshire,0,Email,No Engagement
DCUST005613,DSC008,2022-06-10,Late Arrears,58.35,Low,177,91-180,25-34,Yorkshire,0,SMS,No Engagement
DCUST005614,DSC006,2023-03-13,Recoveries,128.73,Low,123,91-180,18-24,Yorkshire,0,Email,No Engagement
DCUST005615,DSC007,2023-02-06,Recoveries,920.79,Medium,151,91-180,55+,East Midlands,1,SMS,Open
DCUST005616,DSC005,2023-02-02,Late Arrears,732.66,Medium,65,31-90,18-24,South West,0,Email,No Engagement
DCUST005617,DSC006,2022-07-18,Late Arrears,574.6,Medium,46,31-90,18-24,Wales,0,Email,No Engagement
DCUST005618,DSC010,2022-07-25,Late Arrears,214.0,Low,351,181-365,55+,London,0,SMS,Plan Active
DCUST005619,DSC001,2023-01-15,Recoveries,101.02,Low,357,181-365,45-54,Northern Ireland,0,SMS,Open
DCUST005620,DSC001,2023-02-18,Late Arrears,193.05,Low,119,91-180,25-34,South East,0,Email,No Engagement
DCUST005621,DSC007,2023-02-24,Purchased Debt,933.75,Medium,581,365+,55+,Yorkshire,1,SMS,Broken Plan
DCUST005622,DSC001,2022-07-10,Early Arrears,205.73,Low,46,31-90,18-24,South West,0,SMS,Paid
DCUST005623,DSC001,2023-02-19,Early Arrears,1619.73,High,1,0-30,45-54,South West,0,Email,Open
DCUST005624,DSC007,2023-01-21,Purchased Debt,146.35,Low,125,91-180,18-24,South East,0,Email,No Engagement
DCUST005625,DSC002,2022-06-07,Late Arrears,378.35,Medium,63,31-90,25-34,West Midlands,0,SMS,Open
DCUST005626,DSC007,2022-11-18,Purchased Debt,187.8,Low,362,181-365,25-34,South West,0,Letter,No Engagement
DCUST005627,DSC003,2022-08-07,Late Arrears,272.08,Medium,144,91-180,35-44,Wales,0,Email,No Engagement
DCUST005628,DSC004,2022-10-24,Recoveries,843.58,Medium,373,365+,45-54,East Midlands,0,Letter,Open
DCUST005629,DSC008,2023-02-10,Late Arrears,121.6,Low,33,31-90,45-54,West Midlands,0,Email,No Engagement
DCUST005630,DSC003,2022-10-04,Early Arrears,2459.07,High,5,0-30,45-54,East Midlands,0,Email,Plan Active
DCUST005631,DSC005,2022-10-14,Recoveries,365.06,Medium,157,91-180,25-34,South West,0,SMS,No Engagement
DCUST005632,DSC005,2023-02-20,Recoveries,2649.56,High,110,91-180,25-34,South West,0,Email,Open
DCUST005633,DSC004,2022-07-27,Late Arrears,558.24,Medium,122,91-180,45-54,North West,1,SMS,Open
DCUST005634,DSC002,2022-09-13,Legal Collections,386.86,Medium,224,181-365,18-24,West Midlands,1,SMS,No Engagement
DCUST005635,DSC010,2022-12-10,Purchased Debt,194.51,Low,225,181-365,25-34,Wales,0,SMS,No Engagement
DCUST005636,DSC001,2023-03-15,Early Arrears,279.89,Medium,18,0-30,25-34,London,0,Email,Plan Active
DCUST005637,DSC009,2023-04-25,Purchased Debt,248.17,Low,363,181-365,35-44,South West,0,Email,No Engagement
DCUST005638,DSC002,2023-05-20,Recoveries,199.66,Low,895,365+,25-34,North West,0,SMS,No Engagement
DCUST005639,DSC001,2022-10-02,Late Arrears,2077.51,High,216,181-365,,London,0,SMS,Broken Plan
DCUST005640,DSC003,2023-05-11,Purchased Debt,802.52,Medium,856,365+,18-24,Scotland,0,Email,No Engagement
DCUST005641,DSC009,2023-04-27,Purchased Debt,91.75,Low,285,181-365,45-54,London,0,SMS,No Engagement
DCUST005642,DSC005,2022-12-28,Purchased Debt,712.07,Medium,183,181-365,25-34,North West,0,SMS,No Engagement
DCUST005643,DSC007,2022-08-19,Recoveries,79.72,Low,231,181-365,35-44,West Midlands,0,SMS,No Engagement
DCUST005644,DSC001,2022-10-09,Purchased Debt,59.84,Low,316,181-365,25-34,North East,0,Email,Paid
DCUST005645,DSC007,2022-06-16,Late Arrears,619.83,Medium,38,31-90,25-34,South East,0,SMS,Open
DCUST005646,DSC001,2022-11-13,Purchased Debt,5202.76,Very High,257,181-365,,South West,0,Letter,No Engagement
DCUST005647,DSC006,2022-10-17,Late Arrears,855.84,Medium,281,181-365,25-34,Yorkshire,1,SMS,No Engagement
DCUST005648,DSC009,2022-12-18,Legal Collections,211.86,Low,323,181-365,45-54,South West,0,SMS,Open
DCUST005649,DSC002,2023-02-10,Early Arrears,398.77,Medium,5,0-30,25-34,South East,0,Email,No Engagement
DCUST005650,DSC007,2023-02-21,Purchased Debt,2302.98,High,263,181-365,45-54,London,0,SMS,No Engagement
DCUST005651,DSC001,2023-02-25,Early Arrears,293.77,Medium,156,91-180,25-34,London,0,SMS,No Engagement
DCUST005652,DSC007,2023-03-17,Recoveries,249.62,Low,167,91-180,25-34,West Midlands,0,Email,Open
DCUST005653,DSC008,2023-04-18,Late Arrears,947.58,Medium,97,91-180,45-54,North West,0,SMS,No Engagement
DCUST005654,DSC001,2022-11-15,Late Arrears,535.33,Medium,132,91-180,Unknown,London,0,Email,No Engagement
DCUST005655,DSC005,2023-01-25,Recoveries,2521.61,High,203,181-365,45-54,Northern Ireland,0,SMS,No Engagement
DCUST005656,DSC001,2023-03-03,Purchased Debt,2416.07,High,806,365+,35-44,West Midlands,0,Email,No Engagement
DCUST005657,DSC006,2022-06-17,Late Arrears,800.32,Medium,185,181-365,25-34,Yorkshire,1,Email,No Engagement
DCUST005658,DSC002,2022-11-10,Late Arrears,422.84,Medium,53,31-90,45-54,Scotland,0,SMS,No Engagement
DCUST005659,DSC004,2023-03-08,Early Arrears,87.44,Low,106,91-180,25-34,Yorkshire,0,SMS,No Engagement
DCUST005660,DSC005,2023-04-23,Late Arrears,5903.11,Very High,143,91-180,25-34,Scotland,0,Email,No Engagement
DCUST005661,DSC002,2022-06-04,Legal Collections,853.95,Medium,369,365+,45-54,North West,0,SMS,No Engagement
DCUST005662,DSC007,2023-04-26,Purchased Debt,471.46,Medium,244,181-365,35-44,North West,0,Email,No Engagement
DCUST005663,DSC001,2022-10-19,Late Arrears,130.76,Low,114,91-180,35-44,,1,Letter,No Engagement
DCUST005664,DSC001,2023-02-04,Late Arrears,2623.01,High,71,31-90,35-44,North East,0,Email,No Engagement
DCUST005665,DSC002,2023-04-25,Early Arrears,101.29,Low,2,0-30,25-34,London,0,Email,No Engagement
DCUST005666,DSC003,2022-11-13,Early Arrears,253.43,Medium,23,0-30,25-34,,0,Email,No Engagement
DCUST005667,DSC005,2022-10-20,Purchased Debt,2986.56,High,101,91-180,35-44,West Midlands,0,SMS,Plan Active
DCUST005668,DSC005,2022-07-05,Recoveries,670.64,Medium,484,365+,25-34,London,0,SMS,No Engagement
DCUST005669,DSC002,2022-09-04,Recoveries,2000.47,High,259,181-365,45-54,East Midlands,0,SMS,Paid
DCUST005670,DSC008,2023-05-22,Early Arrears,583.11,Medium,37,31-90,35-44,North West,0,Email,No Engagement
DCUST005671,DSC002,2023-02-25,Legal Collections,7114.99,Very High,810,365+,35-44,East Midlands,0,SMS,No Engagement
DCUST005672,DSC004,2023-02-04,Recoveries,282.78,Medium,159,91-180,25-34,East Midlands,0,SMS,No Engagement
DCUST005673,DSC001,2022-06-26,Early Arrears,845.95,Medium,74,31-90,25-34,Scotland,0,SMS,Open
DCUST005674,DSC001,2023-05-27,Recoveries,2381.19,High,104,91-180,25-34,East Midlands,0,Letter,Open
DCUST005675,DSC007,2023-05-05,Recoveries,394.57,Medium,101,91-180,Unknown,East Midlands,0,SMS,No Engagement
DCUST005676,DSC002,2023-03-08,Late Arrears,532.85,Medium,42,31-90,25-34,North West,0,SMS,No Engagement
DCUST005677,DSC001,2023-01-23,Late Arrears,1942.67,High,173,91-180,35-44,North West,0,SMS,No Engagement
DCUST005678,DSC005,2023-01-03,Late Arrears,691.38,Medium,133,91-180,18-24,South East,0,SMS,No Engagement
DCUST005679,DSC001,2022-10-28,Late Arrears,2743.5,High,179,91-180,25-34,North West,0,SMS,No Engagement
DCUST005680,DSC005,2023-04-16,Late Arrears,2896.53,High,122,91-180,55+,West Midlands,1,SMS,No Engagement
DCUST005681,DSC006,2022-08-23,Early Arrears,82.23,Low,90,31-90,25-34,South West,0,Email,No Engagement
DCUST005682,DSC005,2022-11-18,Early Arrears,89.34,Low,2,0-30,55+,South East,0,SMS,No Engagement
DCUST005683,DSC004,2023-04-22,Recoveries,4689.21,Very High,94,91-180,25-34,North West,1,Email,No Engagement
DCUST005684,DSC010,2022-11-05,Late Arrears,526.6,Medium,64,31-90,45-54,South West,0,SMS,Open
DCUST005685,DSC001,2022-12-30,Recoveries,993.58,Medium,242,181-365,55+,South East,0,SMS,Open
DCUST005686,DSC001,2022-10-08,Purchased Debt,2207.33,High,602,365+,25-34,North East,0,SMS,No Engagement
DCUST005687,DSC008,2023-03-14,Early Arrears,111.3,Low,88,31-90,18-24,Northern Ireland,0,SMS,Open
DCUST005688,DSC001,2022-11-11,Recoveries,2681.37,High,294,181-365,45-54,East Midlands,0,Email,No Engagement
DCUST005689,DSC001,2023-02-06,Late Arrears,992.17,Medium,134,91-180,25-34,South East,0,Email,Open
DCUST005690,DSC004,2022-07-13,Late Arrears,747.09,Medium,174,91-180,35-44,North West,0,SMS,No Engagement
DCUST005691,DSC003,2022-12-27,Early Arrears,625.87,Medium,88,31-90,35-44,North West,0,SMS,No Engagement
DCUST005692,DSC001,2022-10-17,Early Arrears,882.31,Medium,16,0-30,35-44,South East,0,SMS,No Engagement
DCUST005693,DSC004,2022-12-11,Late Arrears,1256.21,High,90,31-90,45-54,Scotland,0,Email,No Engagement
DCUST005694,DSC006,2022-06-13,Recoveries,2452.75,High,163,91-180,18-24,London,0,Email,No Engagement
DCUST005695,DSC002,2023-05-16,Purchased Debt,330.92,Medium,876,365+,25-34,Scotland,0,SMS,No Engagement
DCUST005696,DSC007,2022-11-15,Recoveries,2531.26,High,161,91-180,25-34,Yorkshire,0,SMS,Broken Plan
DCUST005697,DSC005,2022-08-07,Legal Collections,5273.72,Very High,152,91-180,35-44,Yorkshire,0,SMS,No Engagement
DCUST005698,DSC007,2023-03-10,Legal Collections,1275.36,High,171,91-180,45-54,Yorkshire,0,SMS,No Engagement
DCUST005699,DSC002,2022-06-15,Early Arrears,58.29,Low,82,31-90,55+,East Midlands,1,SMS,No Engagement
DCUST005700,DSC004,2022-07-20,Recoveries,176.45,Low,560,365+,35-44,London,1,Email,No Engagement
DCUST005701,DSC002,2023-05-29,Early Arrears,117.47,Low,139,91-180,25-34,North West,1,Email,No Engagement
DCUST005702,DSC001,2023-05-23,Recoveries,583.94,Medium,213,181-365,35-44,London,0,SMS,Open
DCUST005703,DSC001,2022-06-02,Purchased Debt,519.92,Medium,287,181-365,55+,North West,0,Email,Open
DCUST005704,DSC002,2022-08-02,Recoveries,170.13,Low,238,181-365,25-34,London,0,SMS,No Engagement
