payment_id,customer_id,client_id,payment_date,payment_amount,payment_method,payment_type,payment_status,days_to_payment
PAY0001142,DCUST005013,DSC010,2023-02-03,230.54,Open Banking,One-off,Successful,2
PAY0001143,DCUST005014,DSC001,2023-04-21,116.86,Direct Debit,Plan Instalment,Successful,2
PAY0001144,DCUST005014,DSC001,2023-05-21,117.65,Direct Debit,Plan Instalment,Successful,32
PAY0001145,DCUST005014,DSC001,2023-06-21,113.75,Direct Debit,Plan Instalment,Successful,63
PAY0001146,DCUST005021,DSC004,2023-01-03,93.89,Card,One-off,Successful,9
PAY0001147,DCUST005026,DSC001,2023-05-24,267.55,Card,One-off,Successful,3
PAY0001148,DCUST005041,DSC008,2023-01-01,719.04,Card,One-off,Successful,21
PAY0001149,DCUST005045,DSC002,2023-04-08,436.1,Card,One-off,Successful,2
PAY0001150,DCUST005053,DSC006,2022-06-06,133.43,Card,One-off,Successful,1
PAY0001151,DCUST005064,DSC003,2022-11-19,250.09,Direct Debit,Plan Instalment,Successful,10
PAY0001152,DCUST005073,DSC007,2022-12-26,433.67,Card,One-off,Successful,10
PAY0001153,DCUST005075,DSC002,2022-07-28,809.54,Card,One-off,Successful,3
PAY0001154,DCUST005096,DSC002,2022-08-21,121.77,Card,One-off,Successful,11
PAY0001155,DCUST005106,DSC005,2023-03-18,72.58,Card,One-off,Successful,12
PAY0001156,DCUST005112,DSC008,2023-01-27,156.5,Card,One-off,Successful,1
PAY0001157,DCUST005120,DSC002,2022-06-29,91.45,Card,One-off,Successful,25
PAY0001158,DCUST005123,DSC006,2022-08-05,521.03,Card,One-off,Failed,6
PAY0001159,DCUST005124,DSC010,2022-10-31,117.93,Open Banking,Plan Instalment,Successful,11
PAY0001160,DCUST005124,DSC010,2022-11-30,120.13,Direct Debit,Plan Instalment,Successful,41
PAY0001161,DCUST005124,DSC010,2022-12-31,117.6,Direct Debit,Plan Instalment,Successful,72
PAY0001162,DCUST005124,DSC010,2023-01-31,125.03,Open Banking,Plan Instalment,Successful,103
PAY0001163,DCUST005124,DSC010,2023-02-28,121.63,Open Banking,Plan Instalment,Successful,131
PAY0001164,DCUST005130,DSC001,2022-11-08,85.82,Card,Plan Instalment,Successful,0
PAY0001165,DCUST005131,DSC001,2023-01-23,255.79,Direct Debit,Plan Instalment,Successful,21
PAY0001166,DCUST005131,DSC001,2023-02-23,254.71,Direct Debit,Plan Instalment,Successful,52
PAY0001167,DCUST005131,DSC001,2023-03-23,247.37,Open Banking,Plan Instalment,Successful,80
PAY0001168,DCUST005131,DSC001,2023-04-23,258.71,Open Banking,Plan Instalment,Successful,111
PAY0001169,DCUST005131,DSC001,2023-05-23,241.5,Card,Plan Instalment,Successful,141
PAY0001170,DCUST005131,DSC001,2023-06-23,245.21,Direct Debit,Plan Instalment,Successful,172
PAY0001171,DCUST005136,DSC005,2022-06-22,468.22,Open Banking,One-off,Successful,4
PAY0001172,DCUST005149,DSC001,2022-08-19,75.51,Card,Plan Instalment,Reversed,18
PAY0001173,DCUST005149,DSC001,2022-09-19,73.81,Direct Debit,Plan Instalment,Successful,49
PAY0001174,DCUST005149,DSC001,2022-10-19,73.31,Direct Debit,Plan Instalment,Successful,79
PAY0001175,DCUST005181,DSC010,2023-05-20,117.92,Open Banking,Plan Instalment,Successful,3
PAY0001176,DCUST005181,DSC010,2023-06-20,109.66,Direct Debit,Plan Instalment,Successful,34
PAY0001177,DCUST005202,DSC003,2023-05-27,83.27,Open Banking,Plan Instalment,Successful,0
PAY0001178,DCUST005202,DSC003,2023-06-27,80.85,Direct Debit,Plan Instalment,Successful,31
PAY0001179,DCUST005206,DSC007,2022-09-03,249.87,Direct Debit,Plan Instalment,Successful,3
PAY0001180,DCUST005206,DSC007,2022-10-03,237.38,Open Banking,Plan Instalment,Successful,33
PAY0001181,DCUST005206,DSC007,2022-11-03,244.06,Open Banking,Plan Instalment,Successful,64
PAY0001182,DCUST005206,DSC007,2022-12-03,248.92,Open Banking,Plan Instalment,Successful,94
PAY0001183,DCUST005206,DSC007,2023-01-03,243.53,Direct Debit,Plan Instalment,Successful,125
PAY0001184,DCUST005231,DSC002,2023-04-15,114.16,Card,One-off,Successful,7
PAY0001185,DCUST005241,DSC009,2023-05-23,440.83,Card,One-off,Successful,11
PAY0001186,DCUST005245,DSC001,2022-06-08,35.22,Card,Plan Instalment,Successful,2
PAY0001187,DCUST005245,DSC001,2022-07-08,33.63,Direct Debit,Plan Instalment,Successful,32
PAY0001188,DCUST005245,DSC001,2022-08-08,35.39,Open Banking,Plan Instalment,Failed,63
PAY0001189,DCUST005257,DSC005,2022-08-26,68.3,Card,Plan Instalment,Successful,3
PAY0001190,DCUST005261,DSC005,2023-02-23,68.61,Direct Debit,Plan Instalment,Successful,2
PAY0001191,DCUST005261,DSC005,2023-03-23,66.75,Open Banking,Plan Instalment,Successful,30
PAY0001192,DCUST005261,DSC005,2023-04-23,70.61,Direct Debit,Plan Instalment,Successful,61
PAY0001193,DCUST005262,DSC004,2022-07-12,141.42,Open Banking,One-off,Successful,10
PAY0001194,DCUST005267,DSC006,2023-03-02,158.32,Card,Plan Instalment,Successful,2
PAY0001195,DCUST005267,DSC006,2023-04-02,153.73,Direct Debit,Plan Instalment,Successful,33
PAY0001196,DCUST005267,DSC006,2023-05-02,162.46,Open Banking,Plan Instalment,Successful,63
PAY0001197,DCUST005272,DSC001,2022-09-26,75.08,Card,One-off,Successful,2
PAY0001198,DCUST005277,DSC008,2022-11-23,169.62,Card,One-off,Successful,2
PAY0001199,DCUST005283,DSC001,2022-09-13,55.96,Direct Debit,Plan Instalment,Successful,2
PAY0001200,DCUST005285,DSC004,2022-12-10,87.48,Open Banking,One-off,Successful,3
PAY0001201,DCUST005292,DSC008,2022-09-30,226.89,Direct Debit,Plan Instalment,Successful,3
PAY0001202,DCUST005292,DSC008,2022-10-30,235.13,Card,Plan Instalment,Successful,33
PAY0001203,DCUST005292,DSC008,2022-11-30,229.21,Direct Debit,Plan Instalment,Successful,64
PAY0001204,DCUST005292,DSC008,2022-12-30,236.15,Direct Debit,Plan Instalment,Successful,94
PAY0001205,DCUST005292,DSC008,2023-01-30,224.32,Direct Debit,Plan Instalment,Successful,125
PAY0001206,DCUST005292,DSC008,2023-02-28,233.99,Card,Plan Instalment,Successful,154
PAY0001207,DCUST005292,DSC008,2023-03-30,235.79,Open Banking,Plan Instalment,Successful,184
PAY0001208,DCUST005292,DSC008,2023-04-30,217.33,Open Banking,Plan Instalment,Successful,215
PAY0001209,DCUST005292,DSC008,2023-05-30,233.63,Card,Plan Instalment,Successful,245
PAY0001210,DCUST005292,DSC008,2023-06-30,228.8,Direct Debit,Plan Instalment,Successful,276
PAY0001211,DCUST005295,DSC002,2022-08-22,89.25,Card,One-off,Successful,1
PAY0001212,DCUST005300,DSC004,2023-04-05,83.01,Open Banking,Plan Instalment,Successful,1
PAY0001213,DCUST005314,DSC010,2022-10-27,68.49,Open Banking,One-off,Successful,2
PAY0001214,DCUST005316,DSC006,2022-12-05,236.82,Card,One-off,Successful,16
PAY0001215,DCUST005318,DSC002,2022-07-03,43.99,Direct Debit,Plan Instalment,Successful,2
PAY0001216,DCUST005318,DSC002,2022-08-03,41.2,Direct Debit,Plan Instalment,Successful,33
PAY0001217,DCUST005319,DSC001,2022-09-23,53.08,Direct Debit,Plan Instalment,Successful,19
PAY0001218,DCUST005319,DSC001,2022-10-23,54.28,Open Banking,Plan Instalment,Successful,49
PAY0001219,DCUST005319,DSC001,2022-11-23,51.96,Card,Plan Instalment,Successful,80
PAY0001220,DCUST005330,DSC001,2022-11-15,76.36,Card,Plan Instalment,Successful,2
PAY0001221,DCUST005330,DSC001,2022-12-15,74.38,Card,Plan Instalment,Failed,32
PAY0001222,DCUST005333,DSC001,2023-03-11,165.98,Direct Debit,Plan Instalment,Successful,11
PAY0001223,DCUST005333,DSC001,2023-04-11,166.8,Direct Debit,Plan Instalment,Successful,42
PAY0001224,DCUST005348,DSC008,2023-01-27,383.58,Card,Plan Instalment,Successful,4
PAY0001225,DCUST005348,DSC008,2023-02-27,395.73,Direct Debit,Plan Instalment,Successful,35
PAY0001226,DCUST005348,DSC008,2023-03-27,384.39,Direct Debit,Plan Instalment,Successful,63
PAY0001227,DCUST005348,DSC008,2023-04-27,394.48,Card,Plan Instalment,Successful,94
PAY0001228,DCUST005348,DSC008,2023-05-27,409.17,Direct Debit,Plan Instalment,Successful,124
PAY0001229,DCUST005348,DSC008,2023-06-27,391.01,Direct Debit,Plan Instalment,Successful,155
PAY0001230,DCUST005351,DSC003,2023-01-20,66.48,Direct Debit,Plan Instalment,Successful,1
PAY0001231,DCUST005355,DSC002,2022-07-09,64.69,Direct Debit,Plan Instalment,Successful,11
PAY0001232,DCUST005356,DSC003,2022-09-24,286.01,Open Banking,One-off,Successful,1
PAY0001233,DCUST005370,DSC003,2022-10-08,87.35,Open Banking,One-off,Successful,2
PAY0001234,DCUST005376,DSC001,2023-03-30,110.96,Direct Debit,Plan Instalment,Successful,1
PAY0001235,DCUST005376,DSC001,2023-04-30,111.84,Direct Debit,Plan Instalment,Successful,32
PAY0001236,DCUST005376,DSC001,2023-05-30,106.33,Card,Plan Instalment,Failed,62
PAY0001237,DCUST005376,DSC001,2023-06-30,116.26,Direct Debit,Plan Instalment,Successful,93
PAY0001238,DCUST005384,DSC002,2022-06-25,206.54,Card,One-off,Reversed,3
PAY0001239,DCUST005388,DSC003,2022-10-30,132.43,Card,Plan Instalment,Successful,2
PAY0001240,DCUST005388,DSC003,2022-11-30,132.85,Card,Plan Instalment,Successful,33
PAY0001241,DCUST005388,DSC003,2022-12-30,123.98,Direct Debit,Plan Instalment,Successful,63
PAY0001242,DCUST005393,DSC003,2022-06-24,719.85,Card,One-off,Successful,2
PAY0001243,DCUST005403,DSC003,2023-04-11,76.69,Open Banking,One-off,Successful,3
PAY0001244,DCUST005406,DSC005,2023-03-23,51.74,Card,Plan Instalment,Successful,12
PAY0001245,DCUST005406,DSC005,2023-04-23,52.36,Open Banking,Plan Instalment,Successful,43
PAY0001246,DCUST005406,DSC005,2023-05-23,51.2,Direct Debit,Plan Instalment,Successful,73
PAY0001247,DCUST005406,DSC005,2023-06-23,54.9,Open Banking,Plan Instalment,Successful,104
PAY0001248,DCUST005410,DSC002,2023-04-08,137.88,Open Banking,One-off,Successful,2
PAY0001249,DCUST005413,DSC004,2023-01-10,228.83,Card,One-off,Failed,2
PAY0001250,DCUST005416,DSC003,2023-03-12,305.78,Card,Plan Instalment,Successful,3
PAY0001251,DCUST005416,DSC003,2023-04-12,307.98,Direct Debit,Plan Instalment,Successful,34
PAY0001252,DCUST005421,DSC005,2022-10-24,745.75,,One-off,Failed,6
PAY0001253,DCUST005430,DSC005,2022-06-19,203.68,Open Banking,One-off,Failed,11
PAY0001254,DCUST005433,DSC001,2022-10-10,137.83,Open Banking,One-off,Successful,2
PAY0001255,DCUST005443,DSC010,2023-04-11,257.88,Direct Debit,Plan Instalment,Successful,4
PAY0001256,DCUST005444,DSC009,2022-09-09,154.45,Card,One-off,Successful,8
PAY0001257,DCUST005445,DSC002,2022-09-29,166.8,Direct Debit,Plan Instalment,Failed,2
PAY0001258,DCUST005445,DSC002,2022-10-29,173.93,Card,Plan Instalment,Successful,32
PAY0001259,DCUST005445,DSC002,2022-11-29,167.13,Direct Debit,Plan Instalment,Successful,63
PAY0001260,DCUST005445,DSC002,2022-12-29,175.24,Direct Debit,Plan Instalment,Successful,93
PAY0001261,DCUST005450,DSC004,2023-04-06,193.58,Open Banking,One-off,Successful,2
PAY0001262,DCUST005452,DSC001,2023-05-31,177.46,Card,Plan Instalment,Successful,0
PAY0001263,DCUST005452,DSC001,2023-06-30,189.23,Direct Debit,Plan Instalment,Successful,30
PAY0001264,DCUST005464,DSC002,2022-10-04,241.53,Open Banking,Plan Instalment,Successful,2
PAY0001265,DCUST005464,DSC002,2022-11-04,219.09,Direct Debit,Plan Instalment,Successful,33
PAY0001266,DCUST005464,DSC002,2022-12-04,232.83,Open Banking,Plan Instalment,Successful,63
PAY0001267,DCUST005475,DSC005,2022-08-12,102.24,Direct Debit,One-off,Failed,19
PAY0001268,DCUST005484,DSC002,2022-11-20,381.71,Open Banking,One-off,Successful,8
PAY0001269,DCUST005486,DSC004,2023-01-01,709.69,Open Banking,One-off,Successful,2
PAY0001270,DCUST005490,DSC010,2022-11-16,96.89,Open Banking,Plan Instalment,Failed,3
PAY0001271,DCUST005492,DSC010,2023-01-13,655.25,Card,One-off,Successful,9
PAY0001272,DCUST005502,DSC008,2022-07-21,81.01,Direct Debit,Plan Instalment,Successful,5
PAY0001273,DCUST005502,DSC008,2022-08-21,79.09,Direct Debit,Plan Instalment,Successful,36
PAY0001274,DCUST005502,DSC008,2022-09-21,82.67,Direct Debit,Plan Instalment,Successful,67
PAY0001275,DCUST005502,DSC008,2022-10-21,79.36,Direct Debit,Plan Instalment,Successful,97
PAY0001276,DCUST005502,DSC008,2022-11-21,82.08,Card,Plan Instalment,Successful,128
PAY0001277,DCUST005502,DSC008,2022-12-21,82.49,Direct Debit,Plan Instalment,Successful,158
PAY0001278,DCUST005511,DSC005,2022-09-21,54.5,Direct Debit,Plan Instalment,Successful,0
PAY0001279,DCUST005511,DSC005,2022-10-21,51.87,Card,Plan Instalment,Successful,30
PAY0001280,DCUST005511,DSC005,2022-11-21,55.83,Card,Plan Instalment,Successful,61
PAY0001281,DCUST005513,DSC004,2022-08-29,261.74,Card,One-off,Successful,1
PAY0001282,DCUST005523,DSC007,2023-03-04,150.15,Open Banking,One-off,Successful,14
PAY0001283,DCUST005532,DSC005,2023-03-08,36.84,Direct Debit,Plan Instalment,Successful,7
PAY0001284,DCUST005532,DSC005,2023-04-08,37.56,Card,Plan Instalment,Successful,38
PAY0001285,DCUST005532,DSC005,2023-05-08,36.5,Direct Debit,Plan Instalment,Successful,68
PAY0001286,DCUST005532,DSC005,2023-06-08,35.82,Direct Debit,Plan Instalment,Successful,99
PAY0001287,DCUST005532,DSC005,2023-07-08,38.09,Direct Debit,Plan Instalment,Successful,129
PAY0001288,DCUST005550,DSC008,2022-07-19,65.46,Card,One-off,Successful,9
PAY0001289,DCUST005569,DSC004,2022-12-29,67.28,Direct Debit,Plan Instalment,Successful,2
PAY0001290,DCUST005569,DSC004,2023-01-29,66.58,Open Banking,Plan Instalment,Successful,33
PAY0001291,DCUST005569,DSC004,2023-02-28,64.23,Open Banking,Plan Instalment,Successful,63
PAY0001292,DCUST005569,DSC004,2023-03-29,69.29,Direct Debit,Plan Instalment,Successful,92
PAY0001293,DCUST005596,DSC009,2023-02-03,188.93,Card,One-off,Successful,2
PAY0001294,DCUST005602,DSC002,2022-07-02,618.04,Card,One-off,Successful,13
PAY0001295,DCUST005618,DSC010,2022-07-28,58.28,Direct Debit,Plan Instalment,Successful,3
PAY0001296,DCUST005618,DSC010,2022-08-28,59.04,Open Banking,Plan Instalment,Successful,34
PAY0001297,DCUST005618,DSC010,2022-09-28,56.65,Direct Debit,Plan Instalment,Successful,65
PAY0001298,DCUST005622,DSC001,2022-07-22,120.08,Card,Plan Instalment,Successful,12
PAY0001299,DCUST005630,DSC003,2022-10-06,155.75,Card,Plan Instalment,Reversed,2
PAY0001300,DCUST005630,DSC003,2022-11-06,148.98,Direct Debit,Plan Instalment,Successful,33
PAY0001301,DCUST005630,DSC003,2022-12-06,148.65,Open Banking,Plan Instalment,Successful,63
PAY0001302,DCUST005630,DSC003,2023-01-06,156.66,Direct Debit,Plan Instalment,Successful,94
PAY0001303,DCUST005630,DSC003,2023-02-06,152.19,Direct Debit,Plan Instalment,Successful,125
PAY0001304,DCUST005636,DSC001,2023-03-25,51.69,Direct Debit,Plan Instalment,Successful,10
PAY0001305,DCUST005639,DSC001,2022-10-14,186.29,Open Banking,Plan Instalment,Successful,12
PAY0001306,DCUST005639,DSC001,2022-11-14,193.84,Direct Debit,Plan Instalment,Successful,43
PAY0001307,DCUST005644,DSC001,2022-10-09,13.34,Direct Debit,Plan Instalment,Successful,0
PAY0001308,DCUST005644,DSC001,2022-11-09,14.05,Direct Debit,Plan Instalment,Successful,31
PAY0001309,DCUST005644,DSC001,2022-12-09,14.04,Open Banking,Plan Instalment,Successful,61
PAY0001310,DCUST005667,DSC005,2022-10-23,374.86,Direct Debit,Plan Instalment,Successful,3
PAY0001311,DCUST005669,DSC002,2022-09-06,553.09,Open Banking,One-off,Successful,2
PAY0001312,DCUST005707,DSC005,2022-11-13,163.41,Card,One-off,Successful,2
PAY0001313,DCUST005726,DSC006,2023-05-31,67.86,Card,One-off,Successful,9
PAY0001314,DCUST005728,DSC001,2023-01-21,174.67,Direct Debit,One-off,Successful,0
PAY0001315,DCUST005731,DSC001,2023-04-03,171.36,Card,Plan Instalment,Successful,23
PAY0001316,DCUST005735,DSC001,2023-03-22,113.5,Card,One-off,Successful,0
PAY0001317,DCUST005756,DSC001,2022-12-04,87.84,Card,One-off,Successful,27
PAY0001318,DCUST005780,DSC006,2023-04-26,184.53,Direct Debit,Plan Instalment,Successful,5
PAY0001319,DCUST005780,DSC006,2023-05-26,182.37,Direct Debit,Plan Instalment,Successful,35
PAY0001320,DCUST005780,DSC006,2023-06-26,181.01,Direct Debit,Plan Instalment,Successful,66
PAY0001321,DCUST005798,DSC003,2022-09-25,134.15,Direct Debit,Plan Instalment,Successful,1
PAY0001322,DCUST005798,DSC003,2022-10-25,134.15,Card,Plan Instalment,Successful,31
PAY0001323,DCUST005818,DSC001,2023-04-05,86.39,Direct Debit,One-off,Successful,4
PAY0001324,DCUST005819,DSC001,2023-01-06,149.96,Card,One-off,Failed,3
PAY0001325,DCUST005830,DSC002,2023-01-04,63.16,Open Banking,Plan Instalment,Successful,1
PAY0001326,DCUST005830,DSC002,2023-02-04,66.97,Open Banking,Plan Instalment,Failed,32
PAY0001327,DCUST005830,DSC002,2023-03-04,62.61,Card,Plan Instalment,Successful,60
PAY0001328,DCUST005834,DSC006,2023-02-24,22.42,Direct Debit,Plan Instalment,Successful,11
PAY0001329,DCUST005857,DSC001,2023-02-13,34.95,Card,Plan Instalment,Successful,1
PAY0001330,DCUST005857,DSC001,2023-03-13,34.82,Direct Debit,Plan Instalment,Successful,29
PAY0001331,DCUST005857,DSC001,2023-04-13,35.26,Open Banking,Plan Instalment,Successful,60
PAY0001332,DCUST005882,DSC005,2022-06-19,317.25,Open Banking,One-off,Successful,3
PAY0001333,DCUST005885,DSC003,2023-01-11,97.38,Direct Debit,Plan Instalment,Failed,0
PAY0001334,DCUST005885,DSC003,2023-02-11,101.11,Direct Debit,Plan Instalment,Successful,31
PAY0001335,DCUST005885,DSC003,2023-03-11,95.99,Direct Debit,Plan Instalment,Failed,59
PAY0001336,DCUST005894,DSC001,2023-03-03,60.69,Card,One-off,Failed,3
PAY0001337,DCUST005898,DSC004,2022-12-03,627.43,Card,One-off,Successful,2
PAY0001338,DCUST005902,DSC005,2022-09-11,211.23,Direct Debit,One-off,Successful,4
PAY0001339,DCUST005905,DSC001,2022-08-04,49.05,Open Banking,One-off,Successful,3
PAY0001340,DCUST005913,DSC005,2022-10-12,72.9,Open Banking,Plan Instalment,Successful,6
PAY0001341,DCUST005913,DSC005,2022-11-12,68.39,Card,Plan Instalment,Successful,37
PAY0001342,DCUST005913,DSC005,2022-12-12,71.3,Direct Debit,Plan Instalment,Successful,67
PAY0001343,DCUST005913,DSC005,2023-01-12,70.8,Direct Debit,Plan Instalment,Successful,98
PAY0001344,DCUST005913,DSC005,2023-02-12,72.83,Direct Debit,Plan Instalment,Successful,129
PAY0001345,DCUST005918,DSC008,2022-06-13,121.86,Direct Debit,One-off,Successful,2
PAY0001346,DCUST005925,DSC002,2023-02-23,177.54,Direct Debit,Plan Instalment,Successful,4
PAY0001347,DCUST005930,DSC002,2022-11-17,78.67,Direct Debit,Plan Instalment,Successful,12
PAY0001348,DCUST005930,DSC002,2022-12-17,79.47,Direct Debit,Plan Instalment,Successful,42
PAY0001349,DCUST005930,DSC002,2023-01-17,79.39,Card,Plan Instalment,Successful,73
PAY0001350,DCUST005930,DSC002,2023-02-17,84.72,Open Banking,Plan Instalment,Successful,104
PAY0001351,DCUST005936,DSC001,2022-08-31,73.27,Direct Debit,Plan Instalment,Successful,12
PAY0001352,DCUST005936,DSC001,2022-09-30,74.78,Direct Debit,Plan Instalment,Successful,42
PAY0001353,DCUST005936,DSC001,2022-10-31,73.26,Direct Debit,Plan Instalment,Successful,73
PAY0001354,DCUST005936,DSC001,2022-11-30,71.5,Direct Debit,Plan Instalment,Successful,103
PAY0001355,DCUST005936,DSC001,2022-12-31,78.25,Card,Plan Instalment,Successful,134
PAY0001356,DCUST005936,DSC001,2023-01-31,72.08,Card,Plan Instalment,Successful,165
PAY0001357,DCUST005939,DSC010,2022-12-25,81.87,Card,One-off,Successful,1
PAY0001358,DCUST005946,DSC006,2022-07-03,189.08,Direct Debit,Plan Instalment,Successful,15
PAY0001359,DCUST005946,DSC006,2022-08-03,185.92,Open Banking,Plan Instalment,Successful,46
PAY0001360,DCUST005950,DSC002,2023-02-20,170.47,Card,Plan Instalment,Failed,2
PAY0001361,DCUST005950,DSC002,2023-03-20,170.88,Open Banking,Plan Instalment,Successful,30
PAY0001362,DCUST005950,DSC002,2023-04-20,165.61,Open Banking,Plan Instalment,Successful,61
PAY0001363,DCUST005950,DSC002,2023-05-20,164.2,Open Banking,Plan Instalment,Successful,91
PAY0001364,DCUST005950,DSC002,2023-06-20,168.48,Open Banking,Plan Instalment,Successful,122
PAY0001365,DCUST005971,DSC001,2023-03-30,57.67,Card,One-off,Successful,1
PAY0001366,DCUST005973,DSC002,2022-12-17,100.42,Card,One-off,Successful,11
PAY0001367,DCUST005987,DSC005,2022-07-18,104.46,Open Banking,One-off,Successful,1
PAY0001368,DCUST005990,DSC007,2022-11-06,572.33,Card,One-off,Successful,11
PAY0001369,DCUST005992,DSC006,2022-07-02,305.2,Card,One-off,Failed,1
PAY0001370,DCUST005994,DSC001,2022-06-20,79.94,Open Banking,Plan Instalment,Successful,12
PAY0001371,DCUST005994,DSC001,2022-07-20,77.47,Card,Plan Instalment,Failed,42
PAY0001372,DCUST005994,DSC001,2022-08-20,78.55,Open Banking,Plan Instalment,Successful,73
PAY0001373,DCUST006006,DSC010,2023-05-01,941.7,Open Banking,One-off,Successful,3
PAY0001374,DCUST006011,DSC008,2023-02-01,39.24,Open Banking,Plan Instalment,Successful,2
PAY0001375,DCUST006011,DSC008,2023-03-01,41.99,Direct Debit,Plan Instalment,Successful,30
PAY0001376,DCUST006020,DSC004,2022-07-03,197.52,Card,One-off,Successful,3
PAY0001377,DCUST006048,DSC010,2022-09-02,62.69,Direct Debit,Plan Instalment,Successful,3
PAY0001378,DCUST006048,DSC010,2022-10-02,63.83,Open Banking,Plan Instalment,Successful,33
PAY0001379,DCUST006048,DSC010,2022-11-02,65.02,Direct Debit,Plan Instalment,Successful,64
PAY0001380,DCUST006055,DSC001,2022-08-01,208.75,Open Banking,Plan Instalment,Successful,25
PAY0001381,DCUST006055,DSC001,2022-09-01,198.57,Open Banking,Plan Instalment,Successful,56
PAY0001382,DCUST006055,DSC001,2022-10-01,205.82,Direct Debit,Plan Instalment,Successful,86
PAY0001383,DCUST006057,DSC003,2022-09-14,105.71,Card,One-off,Successful,4
PAY0001384,DCUST006073,DSC002,2022-07-11,100.09,Open Banking,One-off,Successful,2
PAY0001385,DCUST006084,DSC002,2023-02-01,65.06,Direct Debit,Plan Instalment,Successful,7
PAY0001386,DCUST006084,DSC002,2023-03-01,62.99,Direct Debit,Plan Instalment,Successful,35
PAY0001387,DCUST006084,DSC002,2023-04-01,63.49,Card,Plan Instalment,Successful,66
PAY0001388,DCUST006084,DSC002,2023-05-01,62.33,Open Banking,Plan Instalment,Successful,96
PAY0001389,DCUST006084,DSC002,2023-06-01,62.69,Direct Debit,Plan Instalment,Successful,127
PAY0001390,DCUST006099,DSC006,2022-12-04,204.61,Open Banking,Plan Instalment,Successful,13
PAY0001391,DCUST006099,DSC006,2023-01-04,204.73,Open Banking,Plan Instalment,Successful,44
PAY0001392,DCUST006099,DSC006,2023-02-04,207.15,Direct Debit,Plan Instalment,Successful,75
PAY0001393,DCUST006099,DSC006,2023-03-04,215.85,Card,Plan Instalment,Successful,103
PAY0001394,DCUST006099,DSC006,2023-04-04,223.38,Card,Plan Instalment,Successful,134
PAY0001395,DCUST006099,DSC006,2023-05-04,212.03,Card,Plan Instalment,Successful,164
PAY0001396,DCUST006099,DSC006,2023-06-04,217.18,Open Banking,Plan Instalment,Successful,195
PAY0001397,DCUST006099,DSC006,2023-07-04,224.91,Direct Debit,Plan Instalment,Successful,225
PAY0001398,DCUST006101,DSC003,2022-10-29,43.94,Open Banking,Plan Instalment,Failed,3
PAY0001399,DCUST006101,DSC003,2022-11-29,40.28,Direct Debit,Plan Instalment,Successful,34
PAY0001400,DCUST006101,DSC003,2022-12-29,43.04,Card,Plan Instalment,Successful,64
PAY0001401,DCUST006134,DSC001,2022-09-10,137.56,Direct Debit,One-off,Successful,1
PAY0001402,DCUST006137,DSC005,2023-01-25,126.44,Open Banking,One-off,Successful,7
PAY0001403,DCUST006140,DSC002,2023-05-31,99.56,Card,One-off,Successful,10
PAY0001404,DCUST006142,DSC002,2022-11-20,210.92,Card,One-off,Successful,1
PAY0001405,DCUST006164,DSC006,2022-08-01,102.16,Direct Debit,Plan Instalment,Successful,3
PAY0001406,DCUST006164,DSC006,2022-09-01,99.61,Direct Debit,Plan Instalment,Successful,34
PAY0001407,DCUST006164,DSC006,2022-10-01,99.92,Open Banking,Plan Instalment,Successful,64
PAY0001408,DCUST006164,DSC006,2022-11-01,94.46,Direct Debit,Plan Instalment,Successful,95
PAY0001409,DCUST006164,DSC006,2022-12-01,101.42,Direct Debit,Plan Instalment,Successful,125
PAY0001410,DCUST006164,DSC006,2023-01-01,99.44,Open Banking,Plan Instalment,Successful,156
PAY0001411,DCUST006164,DSC006,2023-02-01,99.12,Open Banking,Plan Instalment,Successful,187
PAY0001412,DCUST006164,DSC006,2023-03-01,95.95,Card,Plan Instalment,Successful,215
PAY0001413,DCUST006170,DSC002,2022-07-25,166.27,Open Banking,One-off,Successful,2
PAY0001414,DCUST006179,DSC002,2023-03-03,129.78,Open Banking,One-off,Successful,2
PAY0001415,DCUST006180,DSC001,2022-07-03,140.49,Open Banking,Plan Instalment,Successful,1
PAY0001416,DCUST006205,DSC006,2022-12-27,136.26,Card,One-off,Successful,8
PAY0001417,DCUST006208,DSC003,2023-05-17,1263.06,Open Banking,One-off,Failed,29
PAY0001418,DCUST006212,DSC002,2023-03-23,28.21,Direct Debit,Plan Instalment,Successful,22
PAY0001419,DCUST006212,DSC002,2023-04-23,30.17,Card,Plan Instalment,Successful,53
PAY0001420,DCUST006212,DSC002,2023-05-23,28.91,Direct Debit,Plan Instalment,Reversed,83
PAY0001421,DCUST006213,DSC001,2023-05-05,63.1,Card,Plan Instalment,Successful,3
PAY0001422,DCUST006213,DSC001,2023-06-05,63.94,Card,Plan Instalment,Successful,34
PAY0001423,DCUST006213,DSC001,2023-07-05,61.81,Direct Debit,Plan Instalment,Successful,64
PAY0001424,DCUST006229,DSC004,2022-12-01,167.8,Card,One-off,Successful,4
PAY0001425,DCUST006236,DSC007,2022-12-31,151.78,Open Banking,Plan Instalment,Successful,15
PAY0001426,DCUST006236,DSC007,2023-01-31,151.77,Open Banking,Plan Instalment,Successful,46
PAY0001427,DCUST006236,DSC007,2023-02-28,154.03,Direct Debit,Plan Instalment,Successful,74
PAY0001428,DCUST006237,DSC010,2023-01-26,203.94,Card,One-off,Successful,17
PAY0001429,DCUST006252,DSC008,2022-12-07,83.27,Card,One-off,Successful,13
