communication_id,customer_id,client_id,sent_date,channel,message_type,ab_test_group,message_tone,delivered_flag,opened_or_clicked_flag,days_after_upload
COMM0011359,DCUST005901,DSC001,2023-01-30,SMS,Reminder 1,Control,Direct,1,1,12
COMM0011360,DCUST005902,DSC005,2022-09-09,Email,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011361,DCUST005903,DSC001,2023-05-22,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011362,DCUST005903,DSC001,2023-05-31,Email,Reminder 1,Not Applicable,Supportive,0,0,9
COMM0011363,DCUST005904,DSC004,2023-02-20,Email,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0011364,DCUST005904,DSC004,2023-02-27,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0011365,DCUST005905,DSC001,2022-08-03,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0011366,DCUST005905,DSC001,2022-08-10,SMS,Reminder 1,Not Applicable,Supportive,1,1,9
COMM0011367,DCUST005906,DSC003,2023-01-22,SMS,Initial Invite,Control,Direct,0,0,1
COMM0011368,DCUST005907,DSC010,2022-10-04,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011369,DCUST005907,DSC010,2022-10-09,Email,Reminder 1,Not Applicable,Informational,1,0,6
COMM0011370,DCUST005908,DSC001,2022-06-13,SMS,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011371,DCUST005908,DSC001,2022-06-18,Email,Reminder 1,Not Applicable,Supportive,1,0,6
COMM0011372,DCUST005908,DSC001,2022-06-26,Email,Reminder 2,Not Applicable,Informational,1,0,14
COMM0011373,DCUST005909,DSC001,2023-01-29,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0011374,DCUST005909,DSC001,2023-02-06,SMS,Reminder 1,Variant,Supportive,1,0,10
COMM0011375,DCUST005910,DSC001,2022-10-05,Email,Initial Invite,Not Applicable,Direct,0,0,0
COMM0011376,DCUST005910,DSC001,2022-10-12,SMS,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011377,DCUST005910,DSC001,2022-10-18,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,13
COMM0011378,DCUST005911,DSC010,2022-06-07,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011379,DCUST005912,DSC005,2023-01-03,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011380,DCUST005912,DSC005,2023-01-14,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011381,DCUST005913,DSC005,2022-10-08,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011382,DCUST005913,DSC005,2022-10-12,SMS,Reminder 1,Not Applicable,Supportive,1,1,6
COMM0011383,DCUST005914,DSC001,2023-03-01,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0011384,DCUST005914,DSC001,2023-03-07,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0011385,DCUST005915,DSC001,2022-12-14,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011386,DCUST005915,DSC001,2022-12-21,SMS,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011387,DCUST005916,DSC003,2023-01-02,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011388,DCUST005917,DSC009,2023-01-03,Email,Initial Invite,Not Applicable,Supportive,0,0,0
COMM0011389,DCUST005917,DSC009,2023-01-11,SMS,Reminder 1,Control,Direct,0,0,8
COMM0011390,DCUST005917,DSC009,2023-01-20,SMS,Reminder 2,Control,Direct,1,0,17
COMM0011391,DCUST005918,DSC008,2022-06-11,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011392,DCUST005919,DSC001,2022-08-29,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0011393,DCUST005919,DSC001,2022-09-06,Email,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0011394,DCUST005919,DSC001,2022-09-05,Email,Reminder 2,Not Applicable,Supportive,1,0,8
COMM0011395,DCUST005920,DSC002,2022-08-31,SMS,Initial Invite,Not Applicable,Supportive,0,0,0
COMM0011396,DCUST005921,DSC002,2022-09-25,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0011397,DCUST005921,DSC002,2022-10-06,SMS,Reminder 1,Not Applicable,Informational,1,0,13
COMM0011398,DCUST005921,DSC002,2022-10-19,Letter,Reminder 2,Not Applicable,Informational,1,0,26
COMM0011399,DCUST005922,DSC005,2023-01-26,SMS,Initial Invite,Control,Direct,1,0,2
COMM0011400,DCUST005922,DSC005,2023-02-05,SMS,Reminder 1,Control,Direct,1,0,12
COMM0011401,DCUST005923,DSC007,2022-10-22,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011402,DCUST005923,DSC007,2022-10-30,SMS,Reminder 1,Not Applicable,Supportive,1,1,10
COMM0011403,DCUST005923,DSC007,2022-10-30,SMS,Reminder 2,Not Applicable,Direct,1,0,10
COMM0011404,DCUST005924,DSC003,2022-10-03,SMS,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0011405,DCUST005925,DSC002,2023-02-21,SMS,Initial Invite,Control,Direct,1,1,2
COMM0011406,DCUST005925,DSC002,2023-03-01,SMS,Reminder 1,Variant,Supportive,1,0,10
COMM0011407,DCUST005925,DSC002,2023-03-15,Email,Reminder 2,Not Applicable,Informational,1,0,24
COMM0011408,DCUST005926,DSC003,2022-07-09,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011409,DCUST005926,DSC003,2022-07-12,Email,Reminder 1,Not Applicable,Informational,1,0,4
COMM0011410,DCUST005927,DSC003,2023-01-20,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011411,DCUST005928,DSC001,2022-11-11,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011412,DCUST005929,DSC001,2023-05-16,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011413,DCUST005930,DSC002,2022-11-07,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011414,DCUST005930,DSC002,2022-11-15,SMS,Reminder 1,Not Applicable,Informational,1,1,10
COMM0011415,DCUST005931,DSC010,2022-12-06,SMS,Initial Invite,Not Applicable,Direct,0,0,2
COMM0011416,DCUST005932,DSC004,2022-10-05,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011417,DCUST005932,DSC004,2022-10-11,SMS,Reminder 1,Not Applicable,Direct,1,1,8
COMM0011418,DCUST005933,DSC001,2022-09-12,Email,Initial Invite,Not Applicable,Informational,0,0,0
COMM0011419,DCUST005934,DSC001,2023-02-06,SMS,Initial Invite,Control,Direct,1,0,0
COMM0011420,DCUST005934,DSC001,2023-02-13,SMS,Reminder 1,Variant,Supportive,1,0,7
COMM0011421,DCUST005935,DSC007,2022-11-12,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011422,DCUST005935,DSC007,2022-11-19,Email,Reminder 1,Not Applicable,Direct,1,0,9
COMM0011423,DCUST005936,DSC001,2022-08-20,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011424,DCUST005936,DSC001,2022-08-31,Email,Reminder 1,Not Applicable,Supportive,1,1,12
COMM0011425,DCUST005937,DSC005,2022-11-17,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011426,DCUST005937,DSC005,2022-11-30,SMS,Reminder 1,Not Applicable,Direct,1,0,13
COMM0011427,DCUST005938,DSC010,2022-10-28,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011428,DCUST005938,DSC010,2022-11-03,SMS,Reminder 1,Not Applicable,Informational,1,0,7
COMM0011429,DCUST005939,DSC010,2022-12-24,SMS,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011430,DCUST005939,DSC010,2023-01-04,Email,Reminder 1,Not Applicable,Informational,1,1,11
COMM0011431,DCUST005940,DSC003,2022-12-03,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0011432,DCUST005941,DSC001,2022-06-02,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011433,DCUST005942,DSC001,2023-05-10,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011434,DCUST005942,DSC001,2023-05-13,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0011435,DCUST005943,DSC006,2023-02-21,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011436,DCUST005943,DSC006,2023-02-25,SMS,Reminder 1,Control,Direct,1,0,5
COMM0011437,DCUST005943,DSC006,2023-03-10,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,18
COMM0011438,DCUST005944,DSC002,2022-12-19,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0011439,DCUST005944,DSC002,2023-01-01,SMS,Reminder 1,Control,Direct,1,0,14
COMM0011440,DCUST005944,DSC002,2022-12-27,Email,Reminder 2,Not Applicable,Supportive,1,0,9
COMM0011441,DCUST005944,DSC002,2023-01-15,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,28
COMM0011442,DCUST005945,DSC001,2022-11-09,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011443,DCUST005945,DSC001,2022-11-20,Email,Reminder 1,Not Applicable,Supportive,0,0,12
COMM0011444,DCUST005945,DSC001,2022-11-16,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,8
COMM0011445,DCUST005945,DSC001,2022-12-13,Email,Agent Follow-up,Not Applicable,Direct,1,0,35
COMM0011446,DCUST005946,DSC006,2022-06-19,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011447,DCUST005946,DSC006,2022-07-02,SMS,Reminder 1,Not Applicable,Supportive,1,1,14
COMM0011448,DCUST005946,DSC006,2022-07-08,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,20
COMM0011449,DCUST005947,DSC001,2022-10-20,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011450,DCUST005948,DSC005,2022-10-01,SMS,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0011451,DCUST005948,DSC005,2022-10-11,Letter,Reminder 1,Not Applicable,Informational,1,0,11
COMM0011452,DCUST005948,DSC005,2022-10-09,Email,Reminder 2,Not Applicable,Supportive,1,0,9
COMM0011453,DCUST005949,DSC005,2023-04-09,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011454,DCUST005950,DSC002,2023-02-18,SMS,Initial Invite,Variant,Supportive,1,1,0
COMM0011455,DCUST005951,DSC008,2022-10-07,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011456,DCUST005952,DSC001,2022-08-10,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011457,DCUST005952,DSC001,2022-08-17,SMS,Reminder 1,Not Applicable,Direct,1,0,9
COMM0011458,DCUST005952,DSC001,2022-09-01,SMS,Reminder 2,Not Applicable,Direct,1,0,24
COMM0011459,DCUST005953,DSC007,2022-06-19,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011460,DCUST005953,DSC007,2022-06-28,Letter,Reminder 1,Not Applicable,Informational,1,0,9
COMM0011461,DCUST005954,DSC001,2022-07-19,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011462,DCUST005954,DSC001,2022-07-27,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0011463,DCUST005955,DSC001,2023-03-19,SMS,Initial Invite,Control,Direct,1,1,1
COMM0011464,DCUST005956,DSC007,2023-04-09,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011465,DCUST005956,DSC007,2023-04-20,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0011466,DCUST005956,DSC007,2023-04-17,SMS,Reminder 2,Not Applicable,Direct,1,1,9
COMM0011467,DCUST005956,DSC007,2023-04-24,SMS,Agent Follow-up,Not Applicable,Direct,1,0,16
COMM0011468,DCUST005957,DSC004,2023-01-14,SMS,Initial Invite,Variant,Supportive,1,0,0
COMM0011469,DCUST005957,DSC004,2023-01-21,SMS,Reminder 1,Control,Direct,1,0,7
COMM0011470,DCUST005957,DSC004,2023-01-22,SMS,Reminder 2,Control,Direct,1,1,8
COMM0011471,DCUST005958,DSC001,2023-03-21,SMS,Initial Invite,Control,Direct,1,0,2
COMM0011472,DCUST005958,DSC001,2023-03-24,SMS,Reminder 1,Control,Direct,1,0,5
COMM0011473,DCUST005959,DSC004,2022-12-02,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011474,DCUST005960,DSC003,2022-09-13,SMS,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011475,DCUST005961,DSC001,2022-11-28,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011476,DCUST005962,DSC006,2022-07-14,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011477,DCUST005962,DSC006,2022-07-21,SMS,Reminder 1,Not Applicable,Direct,1,0,9
COMM0011478,DCUST005963,DSC001,2023-03-27,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0011479,DCUST005963,DSC001,2023-04-07,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0011480,DCUST005963,DSC001,2023-04-03,SMS,Reminder 2,Not Applicable,Supportive,1,0,8
COMM0011481,DCUST005964,DSC008,2023-04-20,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011482,DCUST005965,DSC004,2022-11-14,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011483,DCUST005966,DSC005,2023-04-21,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011484,DCUST005967,DSC001,2022-08-17,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011485,DCUST005968,DSC001,2022-11-13,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011486,DCUST005969,DSC003,2023-02-07,SMS,Initial Invite,Control,Direct,1,1,0
COMM0011487,DCUST005970,DSC005,2022-06-04,SMS,Initial Invite,Not Applicable,Informational,0,0,0
COMM0011488,DCUST005970,DSC005,2022-06-08,Email,Reminder 1,Not Applicable,Supportive,1,0,4
COMM0011489,DCUST005971,DSC001,2023-03-30,SMS,Initial Invite,Variant,Supportive,1,1,1
COMM0011490,DCUST005971,DSC001,2023-04-10,SMS,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011491,DCUST005972,DSC002,2023-01-19,SMS,Initial Invite,Variant,Supportive,1,1,2
COMM0011492,DCUST005972,DSC002,2023-01-29,SMS,Reminder 1,Variant,Supportive,1,0,12
COMM0011493,DCUST005973,DSC002,2022-12-07,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011494,DCUST005973,DSC002,2022-12-16,Email,Reminder 1,Not Applicable,Direct,1,1,10
COMM0011495,DCUST005973,DSC002,2022-12-22,SMS,Reminder 2,Not Applicable,Direct,1,1,16
COMM0011496,DCUST005974,DSC006,2023-05-01,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011497,DCUST005974,DSC006,2023-05-13,SMS,Reminder 1,Not Applicable,Informational,1,0,13
COMM0011498,DCUST005974,DSC006,2023-05-22,Email,Reminder 2,Not Applicable,Informational,1,0,22
COMM0011499,DCUST005975,DSC002,2022-09-11,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011500,DCUST005975,DSC002,2022-09-15,Email,Reminder 1,Not Applicable,Informational,1,1,6
COMM0011501,DCUST005976,DSC002,2023-04-02,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011502,DCUST005977,DSC002,2023-04-14,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011503,DCUST005977,DSC002,2023-04-26,SMS,Reminder 1,Not Applicable,Supportive,1,0,13
COMM0011504,DCUST005978,DSC006,2023-03-13,SMS,Initial Invite,Variant,Supportive,1,1,1
COMM0011505,DCUST005978,DSC006,2023-03-26,SMS,Reminder 1,Variant,Supportive,1,0,14
COMM0011506,DCUST005978,DSC006,2023-04-01,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,20
COMM0011507,DCUST005979,DSC005,2022-10-24,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011508,DCUST005980,DSC001,2022-12-19,SMS,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011509,DCUST005980,DSC001,2022-12-24,Email,Reminder 1,Not Applicable,Supportive,1,0,6
COMM0011510,DCUST005981,DSC009,2022-12-23,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011511,DCUST005981,DSC009,2022-12-31,SMS,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0011512,DCUST005982,DSC002,2022-10-22,Email,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0011513,DCUST005983,DSC008,2022-10-29,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011514,DCUST005983,DSC008,2022-11-02,SMS,Reminder 1,Not Applicable,Direct,1,1,6
COMM0011515,DCUST005983,DSC008,2022-11-19,Letter,Reminder 2,Not Applicable,Informational,1,0,23
COMM0011516,DCUST005984,DSC005,2022-12-08,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011517,DCUST005985,DSC003,2022-07-15,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011518,DCUST005986,DSC003,2022-12-11,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011519,DCUST005986,DSC003,2022-12-22,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0011520,DCUST005987,DSC005,2022-07-17,SMS,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011521,DCUST005987,DSC005,2022-07-26,SMS,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0011522,DCUST005988,DSC009,2023-02-11,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011523,DCUST005988,DSC009,2023-02-23,Letter,Reminder 1,Not Applicable,Informational,1,0,13
COMM0011524,DCUST005989,DSC009,2022-06-26,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011525,DCUST005989,DSC009,2022-07-07,Letter,Reminder 1,Not Applicable,Informational,1,0,11
COMM0011526,DCUST005989,DSC009,2022-07-06,Letter,Reminder 2,Not Applicable,Informational,1,0,10
COMM0011527,DCUST005990,DSC007,2022-10-28,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011528,DCUST005990,DSC007,2022-11-06,SMS,Reminder 1,Not Applicable,Supportive,1,1,11
COMM0011529,DCUST005991,DSC004,2022-07-08,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011530,DCUST005992,DSC006,2022-07-01,SMS,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0011531,DCUST005993,DSC002,2023-02-28,Email,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011532,DCUST005993,DSC002,2023-03-06,Email,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0011533,DCUST005994,DSC001,2022-06-09,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011534,DCUST005994,DSC001,2022-06-20,SMS,Reminder 1,Not Applicable,Direct,1,1,12
COMM0011535,DCUST005995,DSC002,2023-05-05,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011536,DCUST005995,DSC002,2023-05-12,SMS,Reminder 1,Not Applicable,Supportive,1,1,8
COMM0011537,DCUST005996,DSC001,2023-03-04,Email,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011538,DCUST005996,DSC001,2023-03-09,SMS,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011539,DCUST005997,DSC010,2023-02-10,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011540,DCUST005998,DSC001,2022-11-02,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011541,DCUST005998,DSC001,2022-11-15,SMS,Reminder 1,Not Applicable,Informational,1,0,14
COMM0011542,DCUST005998,DSC001,2022-11-21,Email,Reminder 2,Not Applicable,Informational,1,0,20
COMM0011543,DCUST005999,DSC001,2022-09-24,SMS,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011544,DCUST005999,DSC001,2022-10-01,Email,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011545,DCUST006000,DSC002,2022-11-12,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011546,DCUST006001,DSC004,2022-10-17,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011547,DCUST006002,DSC005,2023-03-09,SMS,Initial Invite,Control,Direct,1,0,0
COMM0011548,DCUST006003,DSC008,2022-09-26,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011549,DCUST006003,DSC008,2022-10-07,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0011550,DCUST006004,DSC007,2023-05-15,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011551,DCUST006004,DSC007,2023-05-17,Email,Reminder 1,Not Applicable,Informational,1,0,4
COMM0011552,DCUST006004,DSC007,2023-05-31,SMS,Reminder 2,Not Applicable,Direct,1,0,18
COMM0011553,DCUST006005,DSC010,2022-11-02,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0011554,DCUST006005,DSC010,2022-11-12,SMS,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011555,DCUST006005,DSC010,2022-11-19,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,19
COMM0011556,DCUST006006,DSC010,2023-04-30,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0011557,DCUST006006,DSC010,2023-05-12,SMS,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0011558,DCUST006006,DSC010,2023-05-07,SMS,Reminder 2,Not Applicable,Direct,1,1,9
COMM0011559,DCUST006007,DSC007,2022-06-13,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011560,DCUST006008,DSC004,2022-08-16,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011561,DCUST006009,DSC002,2022-08-04,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011562,DCUST006009,DSC002,2022-08-14,SMS,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011563,DCUST006010,DSC004,2022-12-09,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011564,DCUST006010,DSC004,2022-12-19,SMS,Reminder 1,Not Applicable,Supportive,1,0,10
COMM0011565,DCUST006010,DSC004,2023-01-01,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,23
COMM0011566,DCUST006011,DSC008,2023-01-30,SMS,Initial Invite,Variant,Supportive,1,1,0
COMM0011567,DCUST006011,DSC008,2023-02-09,SMS,Reminder 1,Variant,Supportive,1,0,10
COMM0011568,DCUST006012,DSC003,2022-11-27,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011569,DCUST006012,DSC003,2022-12-04,SMS,Reminder 1,Not Applicable,Direct,1,0,9
COMM0011570,DCUST006012,DSC003,2022-12-19,Email,Reminder 2,Not Applicable,Informational,1,0,24
COMM0011571,DCUST006012,DSC003,2022-12-27,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,32
COMM0011572,DCUST006013,DSC001,2023-05-26,SMS,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0011573,DCUST006013,DSC001,2023-05-31,Email,Reminder 1,Not Applicable,Supportive,1,1,6
COMM0011574,DCUST006014,DSC002,2022-09-08,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011575,DCUST006015,DSC005,2022-09-19,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011576,DCUST006015,DSC005,2022-09-24,SMS,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011577,DCUST006016,DSC001,2022-07-21,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011578,DCUST006016,DSC001,2022-07-29,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0011579,DCUST006017,DSC007,2023-01-06,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0011580,DCUST006018,DSC006,2023-03-16,Email,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011581,DCUST006018,DSC006,2023-03-26,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0011582,DCUST006019,DSC002,2023-01-07,SMS,Initial Invite,Control,Direct,0,0,2
COMM0011583,DCUST006019,DSC002,2023-01-17,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011584,DCUST006020,DSC004,2022-07-01,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0011585,DCUST006020,DSC004,2022-07-09,SMS,Reminder 1,Not Applicable,Direct,1,1,9
COMM0011586,DCUST006020,DSC004,2022-07-20,Email,Reminder 2,Not Applicable,Supportive,1,0,20
COMM0011587,DCUST006021,DSC001,2022-09-09,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011588,DCUST006021,DSC001,2022-09-16,SMS,Reminder 1,Not Applicable,Informational,1,0,8
COMM0011589,DCUST006022,DSC001,2022-07-30,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011590,DCUST006023,DSC001,2022-09-02,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0011591,DCUST006023,DSC001,2022-09-13,Email,Reminder 1,Not Applicable,Informational,1,1,13
COMM0011592,DCUST006024,DSC006,2022-07-12,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011593,DCUST006025,DSC007,2022-07-05,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011594,DCUST006025,DSC007,2022-07-18,Email,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0011595,DCUST006026,DSC002,2022-07-24,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011596,DCUST006026,DSC002,2022-08-04,SMS,Reminder 1,Not Applicable,Direct,1,1,11
COMM0011597,DCUST006026,DSC002,2022-08-05,Letter,Reminder 2,Not Applicable,Informational,1,0,12
COMM0011598,DCUST006027,DSC006,2023-01-10,SMS,Initial Invite,Control,Direct,1,0,0
COMM0011599,DCUST006027,DSC006,2023-01-19,SMS,Reminder 1,Variant,Supportive,1,0,9
COMM0011600,DCUST006028,DSC001,2023-01-05,SMS,Initial Invite,Control,Direct,0,0,0
COMM0011601,DCUST006029,DSC007,2023-04-12,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011602,DCUST006029,DSC007,2023-04-17,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0011603,DCUST006030,DSC008,2022-10-30,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0011604,DCUST006030,DSC008,2022-11-09,Email,Reminder 1,Not Applicable,Direct,1,0,12
COMM0011605,DCUST006030,DSC008,2022-11-11,SMS,Reminder 2,Not Applicable,Supportive,1,0,14
COMM0011606,DCUST006031,DSC003,2023-03-22,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011607,DCUST006032,DSC001,2022-08-04,Email,Initial Invite,Not Applicable,Informational,0,0,1
COMM0011608,DCUST006033,DSC008,2022-09-13,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011609,DCUST006033,DSC008,2022-09-24,Letter,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011610,DCUST006034,DSC007,2023-02-25,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0011611,DCUST006034,DSC007,2023-03-04,Email,Reminder 1,Not Applicable,Informational,1,0,9
COMM0011612,DCUST006035,DSC007,2023-04-01,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011613,DCUST006035,DSC007,2023-04-11,SMS,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011614,DCUST006036,DSC006,2022-11-01,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011615,DCUST006036,DSC006,2022-11-05,Email,Reminder 1,Not Applicable,Informational,1,0,5
COMM0011616,DCUST006037,DSC001,2023-04-21,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011617,DCUST006037,DSC001,2023-04-28,Email,Reminder 1,Not Applicable,Informational,1,0,8
